티커,계약수,금액,비중
000720,1839.0,264816000,30.77
034020,1648.0,149144000,17.24
052690,653.0,95468600,10.83
032820,5579.0,92499820,10.26
083650,676.0,54620800,6.84
047040,7254.0,61949160,6.79
375500,1027.0,45804200,5.02
051600,785.0,42861000,4.62
130660,818.0,16646300,1.84
100840,279.0,11201850,1.22
105840,485.0,10694250,1.2
094820,340.0,5542000,0.63
457550,200.0,4920000,0.56
046120,887.0,4683360,0.51
388050,442.0,4552600,0.51
036190,131.0,4342650,0.48
126720,145.0,3646750,0.39
010010,0.0,0,0.29
