티커,계약수,금액,비중
012450,208.0,287248000,20.16
047810,1595.0,285505000,19.14
064350,1047.0,236098500,15.97
079550,255.0,194565000,13.92
272210,1309.0,197397200,13.62
042660,1585.0,193528500,13.15
103140,302.0,35756800,2.4
077970,280.0,8344000,0.54
214430,72.0,7077600,0.49
484870,38.0,4951400,0.33
010010,0.0,0,0.29
