티커,계약수,금액,비중
005930,3839.0,735552400,24.8
000660,472.0,444152000,14.97
005380,133.0,72884000,2.52
373220,152.0,56468000,1.97
207940,30.0,49410000,1.69
012450,33.0,45573000,1.68
402340,86.0,48676000,1.63
000270,258.0,42931200,1.48
034020,415.0,37557500,1.4
329180,68.0,38012000,1.29
105560,247.0,36803000,1.25
068270,150.0,31725000,1.09
028260,110.0,32230000,1.07
055550,315.0,29263500,0.99
032830,130.0,27820000,0.94
012330,60.0,25920000,0.91
042660,199.0,24297900,0.87
006800,370.0,24124000,0.85
035420,103.0,22660000,0.79
010130,13.0,22867000,0.78
267260,23.0,22632000,0.76
006400,52.0,20410000,0.73
042700,62.0,19530000,0.71
086790,185.0,20572000,0.7
015760,416.0,20051200,0.7
272210,123.0,18548400,0.67
009150,48.0,19272000,0.67
009540,46.0,18722000,0.63
005490,52.0,18018000,0.63
034730,47.0,16896500,0.58
064350,71.0,16010500,0.57
316140,482.0,16267500,0.55
010140,571.0,15531200,0.54
035720,287.0,14694400,0.53
051910,46.0,14927000,0.52
000810,30.0,14745000,0.51
298040,6.0,14904000,0.51
267250,51.0,14025000,0.49
011200,665.0,14131250,0.48
138040,117.0,13548600,0.46
010120,19.0,13319000,0.46
066570,106.0,12232400,0.43
096770,98.0,12397000,0.42
024110,517.0,12304600,0.42
033780,79.0,12371400,0.42
086280,49.0,12078500,0.41
079550,14.0,10682000,0.4
000150,11.0,11803000,0.4
047810,63.0,11277000,0.4
000720,72.0,10368000,0.39
003670,50.0,10400000,0.37
017670,139.0,10828100,0.36
030200,163.0,9421400,0.33
003550,102.0,9873600,0.33
352820,27.0,9261000,0.33
010950,73.0,9833100,0.32
0126Z0,16.0,8976000,0.3
005830,46.0,8767600,0.3
047050,114.0,7524000,0.29
071050,36.0,8298000,0.28
018260,50.0,8345000,0.28
278470,25.0,7075000,0.26
323410,309.0,7431450,0.26
039490,17.0,7497000,0.25
307950,18.0,7245000,0.25
259960,31.0,6820000,0.24
005940,210.0,6730500,0.23
000880,49.0,6257300,0.22
003490,239.0,5855500,0.2
009830,111.0,4928400,0.2
016360,58.0,5521600,0.19
007660,48.0,5548800,0.19
377300,88.0,5218400,0.19
180640,43.0,5211600,0.18
003230,5.0,5300000,0.18
326030,51.0,5436600,0.18
006260,21.0,5239500,0.18
000100,52.0,5137600,0.18
090430,38.0,4947600,0.17
443060,29.0,5019900,0.17
161390,80.0,4936000,0.16
029780,75.0,4462500,0.15
032640,283.0,4247830,0.15
028050,127.0,4210050,0.15
128940,8.0,4152000,0.14
064400,63.0,3950100,0.14
011070,15.0,3952500,0.14
078930,60.0,3996000,0.14
052690,25.0,3655000,0.13
034220,324.0,3768120,0.13
454910,42.0,3805200,0.13
138930,206.0,3872800,0.13
175330,126.0,3685500,0.13
241560,62.0,3546400,0.13
001440,121.0,3527150,0.13
