티커,계약수,금액,비중
005930,3360.0,643776000,31.71
000660,279.0,262539000,12.93
005380,111.0,60828000,3.08
000270,197.0,32780800,1.65
012450,21.0,29001000,1.56
402340,53.0,29998000,1.47
105560,184.0,27416000,1.36
055550,291.0,27033900,1.34
068270,112.0,23688000,1.19
035420,104.0,22880000,1.16
034020,217.0,19638500,1.07
012330,42.0,18144000,0.94
086790,167.0,18570400,0.92
010130,10.0,17590000,0.88
051910,53.0,17198500,0.87
006400,42.0,16485000,0.86
042700,45.0,14175000,0.75
009150,35.0,14052500,0.71
316140,388.0,13095000,0.64
010140,463.0,12593600,0.64
004170,36.0,12150000,0.6
009540,29.0,11803000,0.58
033780,75.0,11745000,0.58
207940,7.0,11529000,0.58
329180,20.0,11180000,0.56
000810,22.0,10813000,0.55
047810,59.0,10561000,0.54
272210,68.0,10254400,0.54
064350,46.0,10373000,0.54
086520,63.0,10130400,0.54
373220,27.0,10030500,0.51
032830,48.0,10272000,0.51
035720,184.0,9420800,0.49
267260,10.0,9840000,0.49
196170,25.0,9300000,0.47
066570,78.0,9001200,0.46
086280,37.0,9120500,0.45
028260,30.0,8790000,0.43
042660,66.0,8058600,0.42
247540,41.0,8011400,0.42
006800,121.0,7889200,0.41
079550,9.0,6867000,0.38
000250,9.0,7164000,0.34
267250,24.0,6600000,0.34
138040,57.0,6600600,0.33
015760,131.0,6314200,0.32
010120,9.0,6309000,0.32
009830,119.0,5283600,0.31
257720,147.0,5696250,0.3
008770,135.0,5784750,0.28
000720,35.0,5040000,0.28
323410,225.0,5411250,0.27
096770,42.0,5313000,0.26
005830,27.0,5146200,0.26
298040,2.0,4968000,0.25
071050,21.0,4840500,0.24
259960,21.0,4620000,0.24
023530,49.0,4704000,0.24
352820,13.0,4459000,0.23
028300,90.0,4554000,0.23
007660,38.0,4392800,0.22
277810,5.0,4185000,0.21
039030,9.0,4014000,0.2
000100,41.0,4050800,0.2
024110,170.0,4046000,0.2
018260,24.0,4005600,0.2
039490,9.0,3969000,0.2
069960,43.0,3934500,0.19
087010,14.0,3647000,0.18
003550,39.0,3775200,0.18
016360,37.0,3522400,0.18
028050,104.0,3447600,0.17
138930,178.0,3346400,0.16
010950,25.0,3367500,0.16
003670,15.0,3120000,0.16
141080,16.0,3040000,0.16
000150,3.0,3219000,0.16
058470,24.0,2913600,0.15
011070,11.0,2898500,0.15
095340,14.0,2828000,0.15
240810,21.0,2788800,0.15
298380,15.0,2656500,0.14
090430,21.0,2734200,0.14
036930,41.0,2738800,0.14
021240,36.0,2682000,0.14
103140,22.0,2604800,0.13
267270,21.0,2658600,0.13
052690,17.0,2485400,0.13
089030,37.0,2453100,0.13
005940,80.0,2564000,0.13
034220,212.0,2465560,0.13
357780,5.0,2377500,0.13
005490,7.0,2425500,0.12
098460,72.0,2203200,0.12
011200,111.0,2358750,0.12
489790,27.0,2114100,0.12
000120,19.0,2169800,0.11
326030,22.0,2345200,0.11
241560,38.0,2173600,0.11
161390,38.0,2344600,0.11
002380,4.0,2156000,0.11
278470,7.0,1981000,0.11
003230,2.0,2120000,0.11
003490,84.0,2058000,0.1
005290,37.0,1912900,0.1
000880,15.0,1915500,0.1
310210,6.0,1899000,0.1
032640,128.0,1921280,0.1
001440,63.0,1836450,0.1
175330,64.0,1872000,0.09
082740,37.0,1768600,0.09
011790,17.0,1686400,0.09
006260,7.0,1746500,0.09
057050,22.0,1700600,0.09
047050,23.0,1518000,0.08
226950,8.0,1570400,0.08
271560,13.0,1613300,0.08
307950,4.0,1610000,0.08
0126Z0,3.0,1683000,0.08
