티커,계약수,금액,비중
005930,3931.0,753179600,26.61
000660,483.0,454503000,16.05
005380,150.0,82200000,2.98
402340,97.0,54902000,1.93
000270,285.0,47424000,1.71
012450,27.0,37287000,1.44
207940,22.0,36234000,1.3
373220,93.0,34549500,1.26
105560,228.0,33972000,1.21
034020,340.0,30770000,1.2
028260,113.0,33109000,1.15
055550,322.0,29913800,1.06
329180,47.0,26273000,0.94
006800,379.0,24710800,0.91
032830,120.0,25680000,0.91
012330,54.0,23328000,0.86
267260,24.0,23616000,0.84
042660,163.0,19902300,0.74
086790,185.0,20572000,0.73
004170,60.0,20250000,0.72
068270,92.0,19458000,0.7
042700,57.0,17955000,0.68
015760,384.0,18508800,0.67
009970,79.0,17933000,0.65
009150,45.0,18067500,0.65
034730,48.0,17256000,0.62
064350,72.0,16236000,0.6
004990,523.0,16422200,0.6
316140,487.0,16436250,0.58
009540,38.0,15466000,0.55
005490,43.0,14899500,0.55
298040,6.0,14904000,0.53
267250,52.0,14300000,0.52
066570,119.0,13732600,0.51
010130,8.0,14072000,0.5
051910,42.0,13629000,0.49
005440,907.0,13278480,0.47
006400,32.0,12560000,0.47
139480,138.0,12613200,0.46
010120,18.0,12618000,0.46
024110,530.0,12614000,0.45
086280,50.0,12325000,0.44
004800,83.0,12126300,0.44
272210,75.0,11310000,0.43
000810,24.0,11796000,0.43
069960,132.0,12078000,0.42
002790,429.0,11583000,0.42
035420,52.0,11440000,0.42
010140,409.0,11124800,0.41
000150,10.0,10730000,0.38
096770,79.0,9993500,0.35
120110,149.0,9148600,0.34
138040,81.0,9379800,0.33
000720,59.0,8496000,0.33
073240,1552.0,9374080,0.33
071050,37.0,8528500,0.31
033780,55.0,8613000,0.31
079550,10.0,7630000,0.3
047810,45.0,8055000,0.3
352820,23.0,7889000,0.29
011200,376.0,7990000,0.29
039490,18.0,7938000,0.28
007070,417.0,7906320,0.28
003550,82.0,7937600,0.28
278470,25.0,7075000,0.28
018260,46.0,7677400,0.27
005830,38.0,7242800,0.26
0126Z0,13.0,7293000,0.25
