티커,계약수,금액,비중
229200,20559.0,402442425,0.0
086520,642.0,103233600,0.0
196170,267.0,99324000,0.0
247540,353.0,68976200,0.0
000250,91.0,72436000,0.0
298380,269.0,47639900,0.0
277810,50.0,41850000,0.0
058470,326.0,39576400,0.0
028300,763.0,38607800,0.0
087010,141.0,36730500,0.0
141080,168.0,31920000,0.0
240810,216.0,28684800,0.0
039030,55.0,24530000,0.0
310210,70.0,22155000,0.0
226950,106.0,20807800,0.0
270810,951.0,18587295,0.0
347850,226.0,18577200,0.0
140410,144.0,18518400,0.0
108490,69.0,16215000,0.0
032820,967.0,16032860,0.0
214450,45.0,14265000,0.0
403870,307.0,13799650,0.0
263750,249.0,13670100,0.0
095340,68.0,13736000,0.0
036930,208.0,13894400,0.0
084370,91.0,13185900,0.0
237690,83.0,12350400,0.0
214370,102.0,12484800,0.0
357780,26.0,12363000,0.0
005290,223.0,11529100,0.0
089030,168.0,11138400,0.0
058610,89.0,11294100,0.0
083650,122.0,9857600,0.0
035900,175.0,10780000,0.0
067310,315.0,11025000,0.0
098460,339.0,10373400,0.0
039200,216.0,10929600,0.0
323280,141.0,10504500,0.0
064760,39.0,9555000,0.0
290650,115.0,9522000,0.0
101490,106.0,9794400,0.0
178320,204.0,9475800,0.0
145020,36.0,9288000,0.0
041510,89.0,8775400,0.0
319660,129.0,8423700,0.0
080220,200.0,8950000,0.0
222800,161.0,8050000,0.0
082270,208.0,8122400,0.0
257720,217.0,8408750,0.0
068760,131.0,8226800,0.0
048410,552.0,8451120,0.0
140860,29.0,7743000,0.0
078600,68.0,6555200,0.0
466100,128.0,7705600,0.0
214150,142.0,7795800,0.0
218410,108.0,7257600,0.0
065350,119.0,7282800,0.0
348370,112.0,6697600,0.0
085660,362.0,6892480,0.0
007390,335.0,6622950,0.0
122870,93.0,5970600,0.0
189300,52.0,6281600,0.0
137400,125.0,5950000,0.0
450910,300.0,5755500,0.0
095610,78.0,5608200,0.0
232140,259.0,5335400,0.0
031980,47.0,5127700,0.0
328130,152.0,5487200,0.0
281740,241.0,4964600,0.0
131970,78.0,4812600,0.0
161580,111.0,5072700,0.0
222080,336.0,4337760,0.0
035760,75.0,4837500,0.0
195940,95.0,4645500,0.0
096530,203.0,4821250,0.0
166090,69.0,4560900,0.0
003380,287.0,4313610,0.0
358570,302.0,4563220,0.0
388720,39.0,4056000,0.0
348210,50.0,3995000,0.0
183300,39.0,4005300,0.0
417200,249.0,3749940,0.0
086900,34.0,4103800,0.0
121600,59.0,3658000,0.0
056080,121.0,3660250,0.0
074600,103.0,3162100,0.0
014620,108.0,3542400,0.0
036540,486.0,3431160,0.0
253450,89.0,3462100,0.0
036810,91.0,3389750,0.0
052400,55.0,3377000,0.0
042000,122.0,3446500,0.0
033100,69.0,3318900,0.0
025980,411.0,3341430,0.0
171090,27.0,3280500,0.0
293490,254.0,3286760,0.0
131290,32.0,3043200,0.0
032500,185.0,3182000,0.0
213420,85.0,3179000,0.0
067160,50.0,3225000,0.0
365340,55.0,2997500,0.0
383310,88.0,2912800,0.0
086450,158.0,2954600,0.0
025320,526.0,3066580,0.0
060280,190.0,2922200,0.0
241710,40.0,2944000,0.0
214430,29.0,2850700,0.0
112040,128.0,2905600,0.0
376300,78.0,2667600,0.0
060370,103.0,2832500,0.0
050890,348.0,2742240,0.0
033500,116.0,3114600,0.0
060250,142.0,2822960,0.0
272290,80.0,2500000,0.0
053800,43.0,2635900,0.0
006730,185.0,2614050,0.0
056190,85.0,2550000,0.0
053030,190.0,2584000,0.0
059090,170.0,2385100,0.0
399720,40.0,2420000,0.0
009520,137.0,2363250,0.0
015750,305.0,2363750,0.0
211050,180.0,2386800,0.0
046890,239.0,2349370,0.0
204270,125.0,2338750,0.0
253590,129.0,2040780,0.0
041190,342.0,2370060,0.0
036620,404.0,2234120,0.0
095660,80.0,1920000,0.0
079370,121.0,2130810,0.0
018290,139.0,2130870,0.0
032190,86.0,2042500,0.0
215200,45.0,2004750,0.0
194480,52.0,2051400,0.0
030520,101.0,2040200,0.0
336570,277.0,2008250,0.0
160190,33.0,1910700,0.0
101360,98.0,1761060,0.0
036830,34.0,1747600,0.0
179900,85.0,1836000,0.0
078340,53.0,1688050,0.0
058970,47.0,1670850,0.0
225570,151.0,1679120,0.0
069080,129.0,1593150,0.0
304100,72.0,1591200,0.0
108860,152.0,1544320,0.0
251970,29.0,1360100,0.0
316670,133.0,1298080,0.0
278280,27.0,1236600,0.0
215000,23.0,1186800,0.0
200130,91.0,1110200,0.0
101730,138.0,741060,0.0
025900,70.0,646100,0.0
352480,23.0,621000,0.0
461450,17.0,313565,0.0
016790,253.0,251482,0.0
A06630,82.89,1604335950,0.0
