티커,계약수,금액,비중
005930,852.0,163243200,9.4
277810,190.0,159030000,9.27
108490,473.0,111155000,6.95
307950,237.0,95392500,5.68
005380,175.0,95900000,5.68
058610,675.0,85657500,5.2
454910,969.0,87791400,5.18
012330,177.0,76464000,4.61
348340,1004.0,70982800,4.4
000660,79.0,74339000,4.28
066570,531.0,61277400,3.67
056080,1897.0,57384250,3.57
035420,263.0,57860000,3.43
267250,204.0,56100000,3.34
466100,741.0,44608200,2.68
388720,357.0,37128000,2.34
030200,584.0,33755200,2.02
018260,196.0,32712400,1.88
035720,557.0,28518400,1.75
060280,1807.0,27791660,1.72
030530,902.0,27962000,1.7
437730,467.0,23139850,1.54
064350,94.0,21197000,1.28
389500,325.0,17160000,1.04
098460,513.0,15697800,1.0
160190,249.0,14417100,0.87
079550,16.0,12208000,0.78
054950,524.0,13152400,0.78
455900,293.0,8233300,0.5
459510,257.0,5756800,0.35
464080,310.0,4975500,0.29
402030,263.0,4749780,0.28
010010,0.0,0,2.53
