티커,계약수,금액,비중
005380,304.0,166592000,30.02
000270,667.0,110988800,19.89
012330,239.0,103248000,18.95
180640,215.0,26058000,4.75
161390,331.0,20422700,3.5
021240,252.0,18774000,3.38
004170,29.0,9787500,1.73
111770,100.0,9270000,1.72
035250,522.0,9307260,1.69
204320,149.0,8031100,1.43
081660,158.0,7599800,1.37
011210,71.0,6461000,1.16
008770,141.0,6041850,1.06
009970,24.0,5448000,0.99
069960,56.0,5124000,0.89
005850,73.0,4818000,0.89
018880,1134.0,4490640,0.84
023530,47.0,4512000,0.81
073240,727.0,4391080,0.77
383220,63.0,4000500,0.71
034230,200.0,3418000,0.61
000240,109.0,2812200,0.51
192080,48.0,2364000,0.43
007340,94.0,2303000,0.42
004490,37.0,2301400,0.41
114090,140.0,1807400,0.31
009240,38.0,1632100,0.29
010010,0.0,0,0.49
