티커,계약수,금액,비중
005935,958.0,123198800,25.8
005387,294.0,79968000,17.04
00680K,2892.0,60153600,12.87
051915,168.0,26846400,5.66
000815,57.0,22201500,4.72
000155,40.0,20320000,4.37
066575,377.0,20358000,4.34
071055,123.0,19926000,4.25
00088K,353.0,17826500,3.83
003545,439.0,11414000,2.4
005945,413.0,10097850,2.17
009155,63.0,10136700,2.16
090435,197.0,9071850,1.95
006405,32.0,7536000,1.63
00104K,40.0,6436000,1.34
051905,46.0,4940400,1.05
003555,66.0,4738800,0.99
010955,77.0,4512200,0.95
011785,66.0,4026000,0.86
097955,29.0,3801900,0.8
010010,0.0,0,0.82
