티커,계약수,금액,비중
005380,129.0,70692000,6.64
005830,294.0,56036400,5.16
039490,121.0,53361000,4.91
000270,307.0,51084800,4.77
005940,1511.0,48427550,4.53
003540,1184.0,47241600,4.41
023590,903.0,45872400,4.22
016360,455.0,43316000,4.06
032830,189.0,40446000,3.7
175330,1188.0,34749000,3.25
029780,577.0,34331500,3.19
006800,496.0,32339200,3.1
161390,537.0,33132900,2.97
120110,491.0,30147400,2.88
005440,1826.0,26732640,2.47
033780,168.0,26308800,2.42
003550,272.0,26329600,2.38
047050,279.0,18414000,1.9
000810,40.0,19660000,1.85
030200,328.0,18958400,1.8
018670,82.0,19516000,1.77
001800,813.0,18658350,1.73
031430,1468.0,18276600,1.69
042700,48.0,15120000,1.49
014680,51.0,14968500,1.47
001680,746.0,15554100,1.43
025540,215.0,15372500,1.42
010120,20.0,14020000,1.31
012330,31.0,13392000,1.28
028260,48.0,14064000,1.27
001040,68.0,12512000,1.16
018260,71.0,11849900,1.08
052690,74.0,10818800,1.07
271560,86.0,10672600,1.01
026890,1007.0,11026650,0.98
097950,51.0,10052100,0.93
011070,36.0,9486000,0.91
007310,26.0,9685000,0.89
006260,32.0,7984000,0.74
014830,101.0,7554800,0.74
012510,60.0,7110000,0.66
079550,7.0,5341000,0.54
185750,67.0,5695000,0.53
138040,49.0,5674200,0.52
047810,27.0,4833000,0.46
090430,31.0,4036200,0.38
009450,56.0,3354400,0.32
035420,15.0,3300000,0.31
128940,6.0,3114000,0.29
003230,1.0,1060000,0.1
010010,0.0,0,0.89
