티커,계약수,금액,비중
105560,385.0,57365000,17.69
055550,496.0,46078400,14.2
086790,304.0,33804800,10.45
316140,811.0,27371250,8.36
006800,331.0,21581200,6.92
032830,102.0,21828000,6.68
000810,37.0,18185500,5.73
071050,49.0,11294500,3.51
138040,94.0,10885200,3.35
323410,411.0,9884550,3.09
005830,52.0,9911200,3.05
024110,329.0,7830200,2.43
039490,17.0,7497000,2.31
016360,74.0,7044800,2.21
005940,177.0,5672850,1.78
138930,309.0,5809200,1.77
175330,191.0,5586750,1.75
139130,168.0,2898000,0.89
001450,73.0,2241100,0.7
377300,34.0,2016200,0.65
088350,401.0,1876680,0.62
029780,32.0,1904000,0.59
010010,0.0,0,1.25
