티커,계약수,금액,비중
005930,195.0,37362000,21.27
000660,32.0,30112000,17.14
102110,130.0,10868000,6.29
005935,81.0,10416600,6.01
0104N0,500.0,8400000,4.84
005380,10.0,5480000,3.21
012450,3.0,4143000,2.58
086790,33.0,3669600,2.11
105560,22.0,3278000,1.88
000270,14.0,2329600,1.36
035420,10.0,2200000,1.29
010120,3.0,2103000,1.22
034730,5.0,1797500,1.04
329180,3.0,1677000,0.96
207940,1.0,1647000,0.95
009150,4.0,1606000,0.94
02826K,9.0,1651500,0.93
055550,17.0,1579300,0.9
017670,20.0,1558000,0.89
373220,4.0,1486000,0.88
00680K,68.0,1414400,0.83
005490,4.0,1386000,0.82
012330,3.0,1296000,0.77
034020,13.0,1176500,0.74
009540,3.0,1221000,0.7
316140,36.0,1215000,0.69
267250,4.0,1100000,0.65
068270,5.0,1057500,0.62
000810,2.0,983000,0.58
015760,20.0,964000,0.57
000720,6.0,864000,0.55
033780,6.0,939600,0.54
071050,4.0,922000,0.53
039490,2.0,882000,0.5
032830,4.0,856000,0.49
005830,4.0,762400,0.44
006260,3.0,748500,0.43
086280,3.0,739500,0.42
352820,2.0,686000,0.41
064350,3.0,676500,0.41
004170,2.0,675000,0.39
000880,5.0,638500,0.38
051910,2.0,649000,0.38
00104K,4.0,643600,0.37
278470,2.0,566000,0.35
138040,5.0,579000,0.33
010140,20.0,544000,0.32
011070,2.0,527000,0.31
002960,1.0,517000,0.31
192820,3.0,501300,0.29
018260,3.0,500700,0.29
016360,5.0,476000,0.28
009970,2.0,454000,0.27
010060,3.0,393900,0.26
161390,7.0,431900,0.24
010955,6.0,351600,0.2
021240,4.0,298000,0.17
000100,3.0,296400,0.17
036530,5.0,281500,0.17
004020,7.0,250600,0.16
078930,4.0,266400,0.15
138930,14.0,263200,0.15
035250,14.0,249620,0.15
005300,2.0,250600,0.15
003540,6.0,239400,0.14
241560,4.0,228800,0.14
029780,4.0,238000,0.14
057050,3.0,231900,0.13
047050,3.0,198000,0.13
029460,6.0,189000,0.11
281820,4.0,185600,0.11
024110,8.0,190400,0.11
120110,3.0,184200,0.11
139130,11.0,189750,0.11
375500,4.0,178400,0.11
185750,2.0,170000,0.1
006120,3.0,162300,0.1
029530,3.0,161700,0.1
030000,8.0,163200,0.09
181710,4.0,141000,0.08
003090,6.0,138900,0.08
004000,3.0,133800,0.08
104700,14.0,132300,0.08
006040,3.0,117000,0.07
007070,6.0,113760,0.07
089470,20.0,110200,0.06
000640,1.0,107700,0.06
003850,11.0,104390,0.06
002310,11.0,100980,0.06
011760,4.0,101800,0.06
001940,4.0,97800,0.06
004710,16.0,90400,0.05
002350,12.0,93960,0.05
097520,3.0,71550,0.04
286940,3.0,64350,0.04
003220,5.0,53750,0.03
B01638,-0.17,-665125,0.0
B01638,-0.08,-195400,0.0
B01639,-0.08,-51800,0.0
A01630,0.03,6150000,0.0
010010,0.0,0,2.65
