티커,계약수,금액,비중
033780,2434.0,381164400,21.27
278470,862.0,243946000,14.9
003230,139.0,147340000,8.31
090430,1099.0,143089800,8.17
271560,771.0,95681100,5.51
051900,325.0,76537500,4.55
139480,704.0,64345600,3.68
097950,277.0,54596700,3.07
192820,290.0,48459000,2.77
048410,3097.0,47415070,2.67
004370,108.0,42876000,2.41
161890,602.0,41658400,2.38
282330,276.0,31822800,1.79
026960,1095.0,27867750,1.58
003380,1548.0,23266440,1.41
002790,901.0,24327000,1.38
007070,1185.0,22467600,1.26
007310,51.0,18997500,1.06
000080,1094.0,18280740,1.02
001800,733.0,16822350,0.95
241710,216.0,15897600,0.93
060280,1019.0,15672220,0.93
005300,125.0,15662500,0.88
001680,675.0,14073750,0.79
005180,176.0,13622400,0.76
006040,344.0,13416000,0.75
018290,755.0,11574150,0.65
0120G0,116.0,10184800,0.61
280360,89.0,10332900,0.57
000070,121.0,8687800,0.48
024720,681.0,6197100,0.36
200130,490.0,5978000,0.34
017810,459.0,5553900,0.31
018250,300.0,4296000,0.24
005610,67.0,3410300,0.19
016790,2869.0,2851786,0.16
010010,0.0,0,0.92
