티커,계약수,금액,비중
005930,3726.0,713901600,24.91
000660,446.0,419686000,14.64
005380,116.0,63568000,2.28
012450,33.0,45573000,1.74
373220,125.0,46437500,1.68
105560,312.0,46488000,1.63
034020,457.0,41358500,1.59
207940,24.0,39528000,1.4
329180,71.0,39689000,1.4
402340,70.0,39620000,1.37
000270,225.0,37440000,1.33
015760,761.0,36680200,1.32
055550,378.0,35116200,1.23
068270,149.0,31513500,1.12
006400,73.0,28652500,1.06
316140,863.0,29126250,1.01
042660,219.0,26739900,0.99
086790,251.0,27911200,0.98
005490,78.0,27027000,0.98
000810,47.0,23100500,0.83
009540,57.0,23199000,0.81
051910,67.0,21741500,0.78
032830,101.0,21614000,0.75
010140,726.0,19747200,0.71
028260,69.0,20217000,0.69
009150,48.0,19272000,0.69
012330,42.0,18144000,0.66
035420,82.0,18040000,0.65
096770,142.0,17963000,0.63
033780,113.0,17695800,0.62
034730,47.0,16896500,0.6
011200,788.0,16745000,0.59
024110,701.0,16683800,0.59
267260,17.0,16728000,0.58
064350,64.0,14432000,0.53
259960,63.0,13860000,0.51
003670,63.0,13104000,0.48
352820,38.0,13034000,0.48
066570,109.0,12578600,0.46
078930,194.0,12920400,0.45
042700,37.0,11655000,0.44
138930,669.0,12577200,0.44
035720,221.0,11315200,0.42
066970,99.0,10593000,0.42
323410,464.0,11159200,0.4
086280,44.0,10846000,0.38
016360,111.0,10567200,0.38
047050,145.0,9570000,0.38
001040,55.0,10120000,0.36
001450,316.0,9701200,0.35
161390,164.0,10118800,0.35
071970,121.0,9571100,0.34
139130,549.0,9470250,0.33
081660,192.0,9235200,0.33
267250,33.0,9075000,0.33
138040,80.0,9264000,0.33
004990,279.0,8760600,0.31
082740,182.0,8699600,0.31
010130,5.0,8795000,0.31
017800,99.0,8514000,0.31
241560,142.0,8122400,0.3
085620,576.0,7816320,0.3
278470,27.0,7641000,0.29
204320,147.0,7923300,0.28
139480,84.0,7677600,0.28
034220,646.0,7512980,0.27
036570,36.0,7362000,0.27
029780,129.0,7675500,0.27
272210,48.0,7238400,0.27
326030,74.0,7888400,0.27
251270,141.0,6838500,0.27
030200,127.0,7340600,0.27
298040,3.0,7452000,0.26
028670,1403.0,7940980,0.26
000120,55.0,6281000,0.23
017960,154.0,5921300,0.23
012750,76.0,6323200,0.23
282330,55.0,6341500,0.22
006360,315.0,6158250,0.22
443060,37.0,6404700,0.22
377300,101.0,5989300,0.22
001800,271.0,6219450,0.22
028050,183.0,6066450,0.22
079550,7.0,5341000,0.21
007070,311.0,5896560,0.21
006280,37.0,5535200,0.2
069620,33.0,5478000,0.2
111770,57.0,5283900,0.19
011070,20.0,5270000,0.19
484870,40.0,5212000,0.19
023530,55.0,5280000,0.19
071320,61.0,5325300,0.19
032350,276.0,5324040,0.19
073240,854.0,5158160,0.18
018260,31.0,5173900,0.18
003550,53.0,5130400,0.18
175330,169.0,4943250,0.18
010120,7.0,4907000,0.18
375500,107.0,4772200,0.17
0126Z0,9.0,5049000,0.17
120110,77.0,4727800,0.17
039490,11.0,4851000,0.17
000100,48.0,4742400,0.17
047810,26.0,4654000,0.17
298050,22.0,4598000,0.17
093370,624.0,4405440,0.16
007810,79.0,4139600,0.15
100840,104.0,4175600,0.15
003230,4.0,4240000,0.15
036530,73.0,4109900,0.15
000150,4.0,4292000,0.15
004490,67.0,4167400,0.15
010950,32.0,4310400,0.15
071050,18.0,4149000,0.15
018670,17.0,4046000,0.14
023590,78.0,3962400,0.14
383220,62.0,3937000,0.14
021240,51.0,3799500,0.14
381970,268.0,3845800,0.14
001680,178.0,3711300,0.13
022100,108.0,3488400,0.13
034230,214.0,3657260,0.13
069260,207.0,3732210,0.13
064400,55.0,3448500,0.13
003690,276.0,3618360,0.13
007340,140.0,3430000,0.12
077970,118.0,3516400,0.12
285130,58.0,3445200,0.12
0120G0,37.0,3248600,0.12
017670,44.0,3427600,0.12
007660,29.0,3352400,0.12
103590,40.0,3240000,0.12
294870,151.0,3155900,0.12
064960,96.0,3187200,0.12
010060,21.0,2757300,0.11
004800,21.0,3068100,0.11
006800,44.0,2868800,0.1
192080,58.0,2856500,0.1
002790,105.0,2835000,0.1
453340,171.0,2671020,0.1
000880,20.0,2554000,0.09
128940,5.0,2595000,0.09
014820,105.0,2562000,0.09
079160,507.0,2585700,0.09
034310,189.0,2623320,0.09
267270,20.0,2532000,0.09
005810,62.0,2449000,0.09
032640,163.0,2446630,0.09
003490,100.0,2450000,0.09
030000,115.0,2346000,0.08
003850,242.0,2296580,0.08
082640,285.0,2066250,0.08
300720,136.0,2238560,0.08
005830,12.0,2287200,0.08
005300,18.0,2255400,0.08
003300,129.0,2122050,0.08
016610,147.0,2075640,0.07
012630,86.0,2094100,0.07
090430,15.0,1953000,0.07
112610,36.0,1674000,0.07
383800,225.0,1858500,0.07
097520,76.0,1812600,0.06
036460,45.0,1669500,0.06
004020,41.0,1467800,0.06
000990,17.0,1615000,0.05
003570,30.0,1497000,0.05
011170,17.0,1241000,0.05
002380,1.0,539000,0.02
006040,7.0,273000,0.01
018880,23.0,91080,0.0
192400,3.0,85800,0.0
010010,0.0,0,0.49
