티커,계약수,금액,비중
051910,591.0,191779500,17.09
267250,655.0,180125000,16.19
096770,1082.0,136873000,11.97
009830,1575.0,69930000,7.23
010950,606.0,81628200,6.96
014680,129.0,37861500,3.54
002380,61.0,32879000,2.91
457190,294.0,28518000,2.74
011790,286.0,28371200,2.62
357780,59.0,28054500,2.62
010060,193.0,25340900,2.59
005290,493.0,25488100,2.4
011780,220.0,26840000,2.39
011170,261.0,19053000,1.74
017960,468.0,17994600,1.73
120110,264.0,16209600,1.47
348370,247.0,14770600,1.4
281740,535.0,11021000,1.07
298020,36.0,12078000,1.04
004000,210.0,9366000,0.85
121600,130.0,8060000,0.79
285130,141.0,8375400,0.74
298050,35.0,7315000,0.66
018670,32.0,7616000,0.66
000210,155.0,6556500,0.6
033500,257.0,6900450,0.56
006650,50.0,6670000,0.55
006120,112.0,6059200,0.55
456040,69.0,5554500,0.51
005420,369.0,5247180,0.5
069260,315.0,5679450,0.49
002960,9.0,4653000,0.42
014830,53.0,3964400,0.37
036830,76.0,3906400,0.37
017940,41.0,4071300,0.35
178920,196.0,3604440,0.33
003240,3.0,3612000,0.32
161000,269.0,2606610,0.24
010010,0.0,0,0.45
