티커,계약수,금액,비중
005380,27.0,14796000,11.94
277810,17.0,14229000,11.31
012330,23.0,9936000,8.17
009150,21.0,8431500,6.8
307950,16.0,6440000,5.23
108490,24.0,5640000,4.81
448900,39.0,4832100,4.68
000270,34.0,5657600,4.54
005930,30.0,5748000,4.52
000660,6.0,5646000,4.43
005850,81.0,5346000,4.42
006400,12.0,4710000,3.94
058610,35.0,4441500,3.68
086280,15.0,3697500,2.92
011210,40.0,3640000,2.92
064960,90.0,2988000,2.43
047050,41.0,2706000,2.4
078600,24.0,2313600,2.28
373220,7.0,2600500,2.11
007660,23.0,2658800,2.11
290740,90.0,2394000,1.77
066970,12.0,1284000,1.14
247540,6.0,1172400,0.97
010010,0.0,0,0.46
