티커,계약수,금액,비중
214450,301.0,95417000,10.69
445680,644.0,66976000,7.58
290650,747.0,61851600,7.02
214150,964.0,52923600,5.69
458870,419.0,50489500,5.49
085660,2425.0,46172000,5.12
328130,1238.0,44691800,4.77
376900,533.0,38802400,4.41
096530,1441.0,34223750,3.63
475960,404.0,24118800,2.57
060280,1304.0,20055520,2.25
099190,939.0,20141550,2.21
389650,260.0,17264000,2.1
318060,353.0,16996950,1.86
228760,897.0,17123730,1.83
145720,295.0,14868000,1.58
336570,1945.0,14101250,1.51
455900,482.0,13544200,1.49
138610,408.0,11995200,1.3
137310,1568.0,12183360,1.27
041830,409.0,12106400,1.26
450950,914.0,11196500,1.19
108860,1065.0,10820400,1.16
340570,206.0,10506000,1.11
216080,1143.0,10458450,1.07
256840,2391.0,9827010,1.04
099430,1899.0,9485505,1.03
314930,780.0,9500400,1.01
380550,396.0,9365400,1.01
144510,356.0,8650800,0.99
338220,528.0,9134400,0.97
206640,735.0,9091950,0.95
156100,803.0,8294990,0.86
054950,306.0,7680600,0.83
043150,314.0,7300500,0.78
100120,283.0,7060850,0.76
039840,417.0,7089000,0.75
322510,928.0,6746560,0.73
377740,1220.0,6710000,0.71
214680,3130.0,6025250,0.64
119610,315.0,5506200,0.58
048870,2431.0,5080790,0.54
179290,700.0,4851000,0.51
226400,732.0,4582320,0.48
305090,623.0,4516750,0.48
340450,598.0,4323540,0.47
059210,930.0,4278000,0.47
084650,2868.0,4135656,0.44
278650,3161.0,3894352,0.41
439580,996.0,3660300,0.39
460940,399.0,3291750,0.37
205470,4344.0,3279720,0.35
253840,585.0,2983500,0.31
376930,1816.0,3007296,0.31
010010,0.0,0,0.66
