티커,계약수,금액,비중
068270,2120.0,448380000,19.23
207940,143.0,235521000,10.03
196170,569.0,211668000,9.06
000250,194.0,154424000,6.33
298380,573.0,101478300,4.65
028300,1640.0,82984000,3.56
000100,836.0,82596800,3.54
087010,300.0,78150000,3.37
141080,359.0,68210000,3.05
310210,149.0,47158500,2.1
226950,226.0,44363800,2.0
128940,88.0,45672000,1.94
0126Z0,77.0,43197000,1.79
347850,482.0,39620400,1.73
326030,384.0,40934400,1.69
140410,306.0,39351600,1.63
214450,96.0,30432000,1.36
237690,177.0,26337600,1.21
214370,218.0,26683200,1.2
009420,497.0,27881700,1.18
039200,461.0,23326600,1.01
445680,199.0,20696000,0.94
290650,247.0,20451600,0.93
475830,172.0,19780000,0.86
145020,76.0,19608000,0.85
085660,927.0,17650080,0.78
068760,280.0,17584000,0.77
397030,260.0,16432000,0.74
214150,303.0,16634700,0.72
302440,362.0,16018500,0.68
008930,393.0,15071550,0.66
007390,713.0,14096010,0.6
389470,147.0,13671000,0.6
328130,324.0,11696400,0.5
006280,75.0,11220000,0.49
005690,765.0,10893600,0.47
069620,63.0,10458000,0.46
195940,202.0,9877800,0.44
096530,431.0,10236250,0.43
358570,642.0,9700620,0.42
249420,292.0,9577600,0.41
185750,110.0,9350000,0.4
086900,74.0,8931800,0.39
372320,133.0,6916000,0.3
086450,336.0,6283200,0.28
099190,294.0,6306300,0.28
003090,269.0,6227350,0.27
206650,431.0,6335700,0.27
053030,403.0,5480800,0.24
047920,367.0,5596750,0.24
001060,170.0,5576000,0.23
215600,1586.0,5368610,0.23
019170,482.0,5350200,0.23
084110,78.0,4945200,0.21
000640,44.0,4738800,0.2
005250,310.0,4442300,0.19
336570,592.0,4292000,0.18
145720,85.0,4284000,0.18
003850,396.0,3758040,0.16
137310,494.0,3838380,0.16
450950,284.0,3479000,0.15
170900,67.0,3246150,0.14
200670,88.0,3282400,0.14
340570,60.0,3060000,0.13
115450,1040.0,2917200,0.13
314930,242.0,2947560,0.13
099430,578.0,2887110,0.13
010010,0.0,0,0.04
