티커,계약수,금액,비중
0000Y0,33.0,3317655,0.0
A67630,-0.09,-10048500,0.0
A65630,-0.05,-5254000,0.0
145761,0.0,1646091,0.0
145769,0.0,1646091,0.0
079315,0.0,1652548,0.0
E00601,0.0,1646091,0.0
051912,0.0,1646091,0.0
138094,0.0,1646091,0.0
096772,0.0,1646091,0.0
285132,0.0,1646091,0.0
139132,0.0,1663221,0.0
E03902,0.0,1646091,0.0
E03901,0.0,1646091,0.0
55003G,0.0,1646091,0.0
55001G,0.0,1646091,0.0
54901G,0.0,1646091,0.0
57201G,0.0,1646091,0.0
060001,0.0,1646091,0.0
060005,0.0,1646091,0.0
060005,0.0,1646091,0.0
01501D,0.0,1646091,0.0
01501D,0.0,1646091,0.0
01501D,0.0,1646091,0.0
57001G,0.0,3292181,0.0
81002G,0.0,1646091,0.0
F10334,0.0,823045,0.0
F10334,0.0,823045,0.0
F10334,0.0,823045,0.0
F10334,0.0,823045,0.0
F10334,0.0,823045,0.0
003493,0.0,2633745,0.0
E06501,0.0,1646091,0.0
03062A,0.0,3318860,0.0
030624,0.0,1646091,0.0
029692,0.0,1646091,0.0
029697,0.0,1675142,0.0
169374,0.0,1653513,0.0
169375,0.0,1654380,0.0
169372,0.0,1654830,0.0
169371,0.0,823230,0.0
16937B,0.0,1646091,0.0
54701G,0.0,1651468,0.0
005282,0.0,1646091,0.0
031324,0.0,1646091,0.0
031323,0.0,1646091,0.0
031321,0.0,1646091,0.0
008273,0.0,1646091,0.0
029787,0.0,1646091,0.0
029784,0.0,1646091,0.0
58301G,0.0,1646091,0.0
032718,0.0,1646091,0.0
032715,0.0,1646091,0.0
032717,0.0,1646091,0.0
023787,0.0,1646091,0.0
019459,0.0,1646091,0.0
019456,0.0,1646091,0.0
005271,0.0,1646091,0.0
176944,0.0,835985,0.0
176941,0.0,1655378,0.0
176941,0.0,1656843,0.0
029272,0.0,3292181,0.0
316141,0.0,1646091,0.0
316141,0.0,1646091,0.0
000032,0.0,1646091,0.0
000032,0.0,1646091,0.0
55701G,0.0,1646091,0.0
54301G,0.0,1646091,0.0
10501G,0.0,1650721,0.0
10503G,0.0,1646091,0.0
10501G,0.0,1646091,0.0
51601G,0.0,1646091,0.0
037641,0.0,989151,0.0
55201G,0.0,1654467,0.0
140177,0.0,3292181,0.0
002551,0.0,1658866,0.0
215592,0.0,1646091,0.0
086793,0.0,1646091,0.0
086793,0.0,1646091,0.0
025083,0.0,1646091,0.0
004945,0.0,1651328,0.0
004941,0.0,1646091,0.0
004942,0.0,1646091,0.0
004941,0.0,1646091,0.0
064981,0.0,1646091,0.0
064983,0.0,1646091,0.0
50702G,0.0,1646091,0.0
063624,0.0,1646091,0.0
063622,0.0,1646091,0.0
50102G,0.0,1646091,0.0
066562,0.0,1646091,0.0
023765,0.0,1662028,0.0
023763,0.0,1649745,0.0
214342,0.0,1646091,0.0
047812,0.0,1646091,0.0
018883,0.0,1646091,0.0
018882,0.0,1670127,0.0
000723,0.0,1646091,0.0
065909,0.0,1646091,0.0
02988J,0.0,1646091,0.0
029889,0.0,1646091,0.0
02988E,0.0,1646091,0.0
09592A,0.0,1646091,0.0
095081,0.0,1666403,0.0
