티커,계약수,금액,비중
015760,1140.0,54948000,21.74
033780,333.0,52147800,20.13
278470,90.0,25470000,10.76
003230,15.0,15900000,6.2
090430,115.0,14973000,5.91
271560,81.0,10052100,4.0
001040,51.0,9384000,3.66
051900,34.0,8007000,3.3
139480,74.0,6763600,2.68
097950,29.0,5715900,2.22
192820,30.0,5013000,1.98
036460,137.0,5082700,1.98
161890,63.0,4359600,1.72
004370,11.0,4367000,1.7
004990,109.0,3422600,1.35
282330,29.0,3343700,1.3
026960,115.0,2926750,1.15
002790,94.0,2538000,1.0
007070,124.0,2351040,0.91
000080,115.0,1921650,0.74
007310,5.0,1862500,0.72
001800,77.0,1767150,0.69
005300,13.0,1628900,0.64
001680,71.0,1480350,0.57
006040,36.0,1404000,0.55
280360,9.0,1044900,0.4
071320,9.0,785700,0.31
010010,0.0,0,1.7
