티커,계약수,금액,비중
102110,2785.0,232826000,23.32
005930,1086.0,208077600,20.51
000660,131.0,123271000,12.15
005380,32.0,17536000,1.78
402340,22.0,12452000,1.22
012450,8.0,11048000,1.19
105560,76.0,11324000,1.12
034020,100.0,9050000,0.98
000270,57.0,9484800,0.96
055550,97.0,9011300,0.89
068270,36.0,7614000,0.77
035420,32.0,7040000,0.71
028260,24.0,7032000,0.68
012330,15.0,6480000,0.67
086790,59.0,6560800,0.65
006400,15.0,5887500,0.62
005490,16.0,5544000,0.57
009150,13.0,5219500,0.53
316140,156.0,5265000,0.52
298040,2.0,4968000,0.5
207940,3.0,4941000,0.49
373220,12.0,4458000,0.45
329180,8.0,4472000,0.44
009540,11.0,4477000,0.44
006800,64.0,4172800,0.43
010140,154.0,4188800,0.43
035720,79.0,4044800,0.42
032830,20.0,4280000,0.42
064350,18.0,4059000,0.42
042660,31.0,3785100,0.39
051910,11.0,3569500,0.36
015760,73.0,3518600,0.36
010130,2.0,3518000,0.35
000810,7.0,3440500,0.35
079550,4.0,3052000,0.33
042700,10.0,3150000,0.33
033780,21.0,3288600,0.33
034730,9.0,3235500,0.32
047810,17.0,3043000,0.31
267250,11.0,3025000,0.31
030200,51.0,2947800,0.3
066570,25.0,2885000,0.3
000720,18.0,2592000,0.28
010120,4.0,2804000,0.28
272210,17.0,2563600,0.27
017670,35.0,2726500,0.27
071050,10.0,2305000,0.23
096770,18.0,2277000,0.23
086280,9.0,2218500,0.22
000150,2.0,2146000,0.21
005830,11.0,2096600,0.21
003550,22.0,2129600,0.21
138040,18.0,2084400,0.21
003670,9.0,1872000,0.19
323410,79.0,1899950,0.19
278470,6.0,1698000,0.18
352820,5.0,1715000,0.18
039490,4.0,1764000,0.17
259960,7.0,1540000,0.16
011200,73.0,1551250,0.15
024110,63.0,1499400,0.15
007660,13.0,1502800,0.15
018260,9.0,1502100,0.15
003490,59.0,1445500,0.15
016360,15.0,1428000,0.14
000100,14.0,1383200,0.14
180640,11.0,1333200,0.14
009830,26.0,1154400,0.14
010950,10.0,1347000,0.13
028050,37.0,1226550,0.12
003240,1.0,1204000,0.12
138930,60.0,1128000,0.11
005940,34.0,1089700,0.11
0126Z0,2.0,1122000,0.11
175330,37.0,1082250,0.11
011070,4.0,1054000,0.11
003230,1.0,1060000,0.11
090430,8.0,1041600,0.11
128940,2.0,1038000,0.1
161390,17.0,1048900,0.1
006260,4.0,998000,0.1
021240,13.0,968500,0.1
267260,1.0,984000,0.1
032640,64.0,960640,0.1
000880,7.0,893900,0.09
036570,4.0,818000,0.09
066970,7.0,749000,0.08
307950,2.0,805000,0.08
001440,27.0,787050,0.08
034220,68.0,790840,0.08
047050,11.0,726000,0.08
004020,20.0,716000,0.08
052690,5.0,731000,0.08
241560,13.0,743600,0.08
271560,6.0,744600,0.08
051900,3.0,706500,0.07
001040,4.0,736000,0.07
078930,11.0,732600,0.07
326030,7.0,746200,0.07
064400,11.0,689700,0.07
443060,4.0,692400,0.07
004170,2.0,675000,0.07
082740,13.0,621400,0.06
014680,2.0,587000,0.06
010060,4.0,525200,0.06
062040,4.0,574000,0.06
111770,6.0,556200,0.06
139130,33.0,569250,0.06
002380,1.0,539000,0.05
457190,5.0,485000,0.05
017800,6.0,516000,0.05
011790,5.0,496000,0.05
012750,6.0,499200,0.05
009420,9.0,504900,0.05
011780,4.0,488000,0.05
035250,27.0,481410,0.05
103140,4.0,473600,0.05
071970,6.0,474600,0.05
139480,5.0,457000,0.05
009970,2.0,454000,0.05
454910,5.0,453000,0.05
251270,8.0,388000,0.04
001450,14.0,429800,0.04
377300,7.0,415100,0.04
204320,8.0,431200,0.04
450080,6.0,379200,0.04
029780,7.0,416500,0.04
047040,47.0,401380,0.04
022100,12.0,387600,0.04
004370,1.0,397000,0.04
097950,2.0,394200,0.04
081660,8.0,384800,0.04
088350,77.0,360360,0.04
011170,5.0,365000,0.04
007310,1.0,372500,0.04
011210,4.0,364000,0.04
000120,3.0,342600,0.04
069620,2.0,332000,0.03
192820,2.0,334200,0.03
008770,8.0,342800,0.03
017960,8.0,307600,0.03
036460,9.0,333900,0.03
051600,6.0,327600,0.03
298020,1.0,335500,0.03
030000,16.0,326400,0.03
375500,7.0,312200,0.03
120110,5.0,307000,0.03
112610,6.0,279000,0.03
302440,7.0,309750,0.03
006280,2.0,299200,0.03
006360,15.0,293250,0.03
023530,3.0,288000,0.03
002030,1.0,284000,0.03
161890,4.0,276800,0.03
028670,53.0,299980,0.03
008930,7.0,268450,0.03
005850,4.0,264000,0.03
069960,3.0,274500,0.03
383220,4.0,254000,0.03
018880,58.0,229680,0.02
282330,2.0,230600,0.02
004990,7.0,219800,0.02
073240,37.0,223480,0.02
298050,1.0,209000,0.02
361610,9.0,204300,0.02
026960,8.0,203600,0.02
034230,11.0,187990,0.02
001430,3.0,183000,0.02
004000,4.0,178400,0.02
285130,3.0,178200,0.02
185750,2.0,170000,0.02
002790,6.0,162000,0.02
000240,6.0,154800,0.02
007070,8.0,151680,0.02
192080,3.0,147750,0.02
002840,1.0,139400,0.01
000080,8.0,133680,0.01
003030,1.0,126000,0.01
000210,3.0,126900,0.01
268280,1.0,128600,0.01
007340,5.0,122500,0.01
005300,1.0,125300,0.01
004490,2.0,124400,0.01
006650,1.0,133400,0.01
003090,5.0,115750,0.01
006040,3.0,117000,0.01
001800,5.0,114750,0.01
