티커,계약수,금액,비중
009830,2209.0,98079600,10.26
005930,567.0,108637200,9.57
000660,107.0,100687000,8.87
000880,718.0,91688600,8.54
005380,151.0,82748000,7.49
006400,199.0,78107500,7.33
005290,1001.0,51751700,4.94
051910,166.0,53867000,4.86
000270,296.0,49254400,4.43
022100,1251.0,40407300,3.78
348370,544.0,32531200,3.12
112610,656.0,30504000,3.06
028260,111.0,32523000,2.82
005490,88.0,30492000,2.79
012330,70.0,30240000,2.79
009540,61.0,24827000,2.2
009150,60.0,24090000,2.18
100090,1256.0,21326880,2.09
010140,839.0,22820800,2.08
034730,43.0,15458500,1.38
066570,129.0,14886600,1.37
010120,16.0,11216000,1.01
000150,9.0,9657000,0.85
034220,429.0,4989270,0.46
004020,125.0,4475000,0.45
011070,14.0,3689000,0.34
036930,46.0,3072800,0.28
120110,21.0,1289400,0.12
213420,20.0,748000,0.07
010010,0.0,0,0.48
