티커,계약수,금액,비중
005930,561.0,107487600,8.66
000660,113.0,106333000,8.56
005380,183.0,100284000,8.3
000270,526.0,87526400,7.2
068270,332.0,70218000,5.78
035420,277.0,60940000,5.05
012330,128.0,55296000,4.66
006400,136.0,53380000,4.58
009150,129.0,51793500,4.28
126340,384.0,46464000,4.24
298040,20.0,49680000,4.06
010120,52.0,36452000,3.0
207940,21.0,34587000,2.83
007660,289.0,33408400,2.72
373220,76.0,28234000,2.35
267260,29.0,28536000,2.3
010140,987.0,26846400,2.23
012450,18.0,24858000,2.19
064350,112.0,25256000,2.14
322000,222.0,20002200,2.13
329180,39.0,21801000,1.77
042660,144.0,17582400,1.5
083650,148.0,11958400,1.15
010060,80.0,10504000,0.99
010170,2543.0,12130110,0.99
103590,145.0,11745000,0.98
171090,89.0,10813500,0.93
058470,80.0,9712000,0.83
062040,65.0,9327500,0.78
100840,120.0,4818000,0.4
034020,47.0,4253500,0.38
035720,65.0,3328000,0.29
000100,26.0,2568800,0.21
336260,59.0,2244950,0.2
006260,6.0,1497000,0.12
0126Z0,2.0,1122000,0.09
010010,0.0,0,1.14
