티커,계약수,금액,비중
005380,900.0,493200000,30.34
000270,1851.0,308006400,18.85
012330,636.0,274752000,17.22
161390,2666.0,164492200,9.64
204320,1201.0,64733900,3.94
011210,575.0,52325000,3.2
005850,586.0,38676000,2.44
018880,9133.0,36166680,2.31
073240,5858.0,35382320,2.13
000240,880.0,22704000,1.39
437730,364.0,18036200,1.25
007340,759.0,18595500,1.16
004490,296.0,18411200,1.12
015750,1721.0,13337750,0.85
064960,394.0,13080800,0.81
003620,3302.0,11590020,0.71
036530,169.0,9514700,0.59
009900,1012.0,9249680,0.57
002350,1195.0,9356850,0.55
271940,404.0,7005360,0.46
010010,0.0,0,0.46
