티커,계약수,금액,비중
000660,378.0,355698000,28.08
005930,1322.0,253295200,20.0
005380,125.0,68500000,5.56
012450,30.0,41430000,3.57
105560,294.0,43806000,3.48
000270,225.0,37440000,3.02
055550,379.0,35209100,2.8
086790,233.0,25909600,2.07
012330,57.0,24624000,2.03
316140,620.0,20925000,1.65
267260,21.0,20664000,1.63
006800,253.0,16495600,1.36
064350,68.0,15334000,1.27
000810,28.0,13762000,1.12
042700,39.0,12285000,1.05
033780,83.0,12997800,1.03
298040,5.0,12420000,1.0
030200,204.0,11791200,0.97
047810,65.0,11635000,0.96
267250,42.0,11550000,0.94
017670,138.0,10750200,0.85
272210,65.0,9802000,0.83
079550,12.0,9156000,0.8
010120,14.0,9814000,0.79
071050,38.0,8759000,0.7
086280,34.0,8381000,0.67
138040,72.0,8337600,0.66
005830,40.0,7624000,0.61
011200,289.0,6141250,0.49
259960,27.0,5940000,0.49
058470,46.0,5584400,0.47
003490,236.0,5782000,0.46
039490,13.0,5733000,0.46
016360,56.0,5331200,0.43
180640,43.0,5211600,0.43
175330,146.0,4270500,0.35
003230,4.0,4240000,0.34
021240,51.0,3799500,0.31
090430,29.0,3775800,0.31
011070,13.0,3425500,0.28
128940,6.0,3114000,0.25
047050,42.0,2772000,0.25
241560,48.0,2745600,0.23
052690,17.0,2485400,0.21
271560,20.0,2482000,0.2
000990,28.0,2660000,0.2
014680,8.0,2348000,0.2
403870,44.0,1977800,0.17
017800,24.0,2064000,0.17
357780,4.0,1902000,0.16
214450,6.0,1902000,0.16
036930,29.0,1937200,0.16
103140,16.0,1894400,0.16
012750,23.0,1913600,0.15
035250,105.0,1872150,0.15
005290,32.0,1654400,0.14
011780,14.0,1708000,0.14
035900,25.0,1540000,0.13
022100,47.0,1518100,0.13
290650,16.0,1324800,0.11
192820,8.0,1336800,0.11
064760,5.0,1225000,0.1
030000,64.0,1305600,0.1
319660,18.0,1175400,0.1
140860,4.0,1068000,0.09
214150,20.0,1098000,0.09
051600,20.0,1092000,0.09
008930,26.0,997100,0.08
031980,7.0,763700,0.07
383220,13.0,825500,0.07
282330,7.0,807100,0.06
026960,29.0,738050,0.06
298020,2.0,671000,0.05
183300,6.0,616200,0.05
185750,7.0,595000,0.05
348210,7.0,559300,0.05
033100,10.0,481000,0.04
192080,10.0,492500,0.04
030190,30.0,492900,0.04
018670,2.0,476000,0.04
067160,7.0,451500,0.04
383310,12.0,397200,0.03
039130,10.0,424000,0.03
272290,11.0,343750,0.03
005180,5.0,387000,0.03
089860,12.0,379800,0.03
005300,3.0,375900,0.03
009450,6.0,359400,0.03
001060,11.0,360800,0.03
009240,8.0,343600,0.03
145720,6.0,302400,0.02
336570,39.0,282750,0.02
215200,6.0,267300,0.02
192650,38.0,257640,0.02
336370,31.0,246450,0.02
009900,25.0,228500,0.02
381970,13.0,186550,0.01
002840,1.0,139400,0.01
014820,5.0,122000,0.01
010010,0.0,0,0.36
