티커,계약수,금액,비중
005930,377.0,72233200,3.57
004170,196.0,66150000,3.3
084370,412.0,59698800,3.07
064760,229.0,56105000,3.0
064350,249.0,56149500,2.92
009970,243.0,55161000,2.82
278470,180.0,50940000,2.77
080220,1185.0,53028750,2.74
319660,739.0,48256700,2.66
298040,21.0,52164000,2.62
000660,56.0,52696000,2.61
211050,3772.0,50016720,2.6
058470,392.0,47588800,2.51
009150,122.0,48983000,2.49
240810,356.0,47276800,2.47
017960,1125.0,43256250,2.37
402340,83.0,46978000,2.31
095610,573.0,41198700,2.23
083650,456.0,36844800,2.18
101490,449.0,41487600,2.12
014680,132.0,38742000,2.06
033780,263.0,41185800,2.05
000250,53.0,42188000,2.04
071970,504.0,39866400,2.0
015860,4856.0,40353360,1.96
012450,26.0,35906000,1.94
069960,428.0,39162000,1.93
007660,329.0,38032400,1.9
111770,389.0,36060300,1.89
010120,45.0,31545000,1.6
036620,5077.0,28075810,1.49
017800,329.0,28294000,1.44
108490,112.0,26320000,1.41
000990,308.0,29260000,1.4
161390,454.0,28011800,1.36
249420,776.0,25452800,1.3
183300,237.0,24339900,1.3
039030,53.0,23638000,1.21
214370,173.0,21175200,1.13
267260,21.0,20664000,1.02
267270,160.0,20256000,1.02
138490,1675.0,19262500,0.99
105840,828.0,18257400,0.97
000270,113.0,18803200,0.95
036810,452.0,16837000,0.9
103590,205.0,16605000,0.85
357780,33.0,15691500,0.83
322000,137.0,12343700,0.81
466100,233.0,14026600,0.72
058610,109.0,13832100,0.72
005440,956.0,13995840,0.7
033240,329.0,12205900,0.66
484870,86.0,11205800,0.58
189300,92.0,11113600,0.57
214430,109.0,10714700,0.57
171090,86.0,10449000,0.55
098460,328.0,10036800,0.55
060250,505.0,10039400,0.52
016880,3811.0,7618189,0.39
010010,0.0,0,0.38
