티커,계약수,금액,비중
000720,1171.0,168624000,28.87
028050,3255.0,107903250,17.12
052690,458.0,66959600,11.19
047040,4874.0,41623960,6.72
319400,1089.0,33704550,5.44
375500,719.0,32067400,5.18
006360,1568.0,30654400,4.9
294870,918.0,19186200,3.11
012630,628.0,15291800,2.37
038500,923.0,13226590,2.14
014620,402.0,13185600,2.14
060370,383.0,10532500,1.69
010780,339.0,9492000,1.55
009450,150.0,8985000,1.45
300720,521.0,8575660,1.36
045100,207.0,6282450,1.01
344820,215.0,5794250,0.9
108670,147.0,4277700,0.67
003300,234.0,3849300,0.62
183190,307.0,3619530,0.57
126720,101.0,2540150,0.4
010010,0.0,0,0.61
