티커,계약수,금액,비중
277810,152.0,127224000,19.04
058610,536.0,68018400,10.6
108490,266.0,62510000,10.03
348340,848.0,59953600,9.53
454910,655.0,59343000,8.98
056080,1611.0,48732750,7.78
160190,712.0,41224800,6.36
319400,1298.0,40173100,6.21
307950,79.0,31797500,4.86
064400,375.0,23512500,3.66
388720,196.0,20384000,3.3
437730,387.0,19175850,3.28
090360,296.0,20157600,3.1
455900,375.0,10537500,1.64
466100,161.0,9692200,1.49
010010,0.0,0,0.14
