티커,계약수,금액,비중
438330,44.0,5087060,0.0
0094K0,44.0,4369860,0.0
0001S0,44.0,2249940,0.0
145766,0.0,2194792,0.0
145761,0.0,1093135,0.0
145764,0.0,2186270,0.0
07931E,0.0,2214844,0.0
079312,0.0,2201374,0.0
079311,0.0,2186270,0.0
003451,0.0,2186270,0.0
373223,0.0,2239199,0.0
373221,0.0,1094245,0.0
001121,0.0,2186270,0.0
034732,0.0,2190574,0.0
056551,0.0,2210555,0.0
53601D,0.0,381392,0.0
192521,0.0,2188648,0.0
192531,0.0,1093943,0.0
192532,0.0,2188598,0.0
192531,0.0,2192841,0.0
192531,0.0,2187706,0.0
030623,0.0,2201344,0.0
030626,0.0,2192153,0.0
030629,0.0,1096728,0.0
030621,0.0,1094654,0.0
008272,0.0,2186270,0.0
029781,0.0,2186270,0.0
000013,0.0,2190163,0.0
019454,0.0,1093135,0.0
01945G,0.0,2204138,0.0
019456,0.0,2186270,0.0
005274,0.0,2189053,0.0
176943,0.0,1115150,0.0
097245,0.0,2192350,0.0
097242,0.0,2186270,0.0
383801,0.0,2186270,0.0
033669,0.0,2189575,0.0
54301G,0.0,2209822,0.0
55601G,0.0,2186270,0.0
021963,0.0,2212050,0.0
56502G,0.0,1125136,0.0
56501G,0.0,2216350,0.0
56502G,0.0,2209472,0.0
019803,0.0,2214757,0.0
019808,0.0,2186270,0.0
019804,0.0,2186270,0.0
019808,0.0,2186626,0.0
57601G,0.0,2186270,0.0
064981,0.0,2186270,0.0
064981,0.0,2187975,0.0
064312,0.0,2201869,0.0
063622,0.0,2186270,0.0
030491,0.0,2186270,0.0
029884,0.0,2208594,0.0
029887,0.0,2188821,0.0
029888,0.0,2186270,0.0
095928,0.0,2213854,0.0
095924,0.0,2194667,0.0
095928,0.0,2186270,0.0
