티커,계약수,금액,비중
005930,3719.0,712560400,22.5
000660,431.0,405571000,12.8
012450,156.0,215436000,7.43
402340,178.0,100748000,3.16
267260,101.0,99384000,3.14
207940,53.0,87291000,2.8
047810,462.0,82698000,2.72
005380,152.0,83296000,2.7
009150,201.0,80701500,2.61
034020,793.0,71766500,2.5
000880,517.0,66020900,2.2
011070,228.0,60078000,1.98
000270,300.0,49920000,1.61
009540,118.0,48026000,1.53
012330,82.0,35424000,1.17
373220,91.0,33806500,1.1
012510,264.0,31284000,1.01
005490,84.0,29106000,0.95
034730,81.0,29119500,0.93
051910,86.0,27907000,0.9
105560,190.0,28310000,0.9
032640,1819.0,27303190,0.88
003550,264.0,25555200,0.8
066570,196.0,22618400,0.74
055550,236.0,21924400,0.7
017670,276.0,21500400,0.68
138040,181.0,20959800,0.67
0126Z0,36.0,20196000,0.63
006800,290.0,18908000,0.63
032830,91.0,19474000,0.61
010950,139.0,18723300,0.58
489790,208.0,16286400,0.57
030200,298.0,17224400,0.57
014680,53.0,15555500,0.53
010130,9.0,15831000,0.51
272210,86.0,12968800,0.44
004800,93.0,13587300,0.44
074600,365.0,11205500,0.43
009830,255.0,11322000,0.42
126700,755.0,12902950,0.42
010140,437.0,11886400,0.39
064350,50.0,11275000,0.37
000810,21.0,10321500,0.34
267250,36.0,9900000,0.32
035420,45.0,9900000,0.32
010120,14.0,9814000,0.32
033780,63.0,9865800,0.31
003670,39.0,8112000,0.27
000150,8.0,8584000,0.27
086280,34.0,8381000,0.27
042660,65.0,7936500,0.26
000720,52.0,7488000,0.26
035720,136.0,6963200,0.23
005830,32.0,6099200,0.19
352820,17.0,5831000,0.19
000990,64.0,6080000,0.19
071050,25.0,5762500,0.18
018260,35.0,5841500,0.18
096770,45.0,5692500,0.18
307950,13.0,5232500,0.17
039490,12.0,5292000,0.17
064800,6269.0,4758171,0.15
246710,1392.0,4356960,0.14
042700,13.0,4095000,0.14
005940,129.0,4134450,0.13
047050,56.0,3696000,0.13
329180,7.0,3913000,0.12
016360,40.0,3808000,0.12
006260,15.0,3742500,0.12
180640,30.0,3636000,0.12
326030,36.0,3837600,0.12
000100,36.0,3556800,0.11
090430,27.0,3515400,0.11
161390,57.0,3516900,0.11
011200,158.0,3357500,0.11
128940,6.0,3114000,0.1
029780,52.0,3094000,0.1
028050,90.0,2983500,0.1
138930,149.0,2801200,0.09
241560,46.0,2631200,0.09
034220,216.0,2512080,0.08
001440,85.0,2477750,0.08
021240,34.0,2533000,0.08
006400,6.0,2355000,0.08
004020,61.0,2183800,0.08
001040,13.0,2392000,0.08
271560,18.0,2233800,0.07
002380,4.0,2156000,0.07
036570,10.0,2045000,0.07
251270,39.0,1891500,0.07
088350,397.0,1857960,0.06
111770,20.0,1854000,0.06
035250,98.0,1747340,0.06
011790,17.0,1686400,0.06
051900,7.0,1648500,0.06
011780,14.0,1708000,0.06
004170,5.0,1687500,0.05
047040,190.0,1622600,0.05
017800,19.0,1634000,0.05
302440,35.0,1548750,0.05
004990,48.0,1507200,0.05
005850,22.0,1452000,0.05
011170,19.0,1387000,0.05
012750,17.0,1414400,0.05
018880,343.0,1358280,0.05
267270,11.0,1392600,0.04
097950,7.0,1379700,0.04
081660,28.0,1346800,0.04
009420,24.0,1346400,0.04
028670,244.0,1381040,0.04
001450,41.0,1258700,0.04
008930,32.0,1227200,0.04
383220,20.0,1270000,0.04
003240,1.0,1204000,0.04
010060,8.0,1050400,0.04
336260,30.0,1141500,0.04
139480,13.0,1188200,0.04
000120,10.0,1142000,0.04
004370,3.0,1191000,0.04
026960,46.0,1170700,0.04
204320,21.0,1131900,0.04
000240,43.0,1109400,0.04
011210,12.0,1092000,0.04
487570,20.0,1146000,0.03
023590,21.0,1066800,0.03
030000,52.0,1060800,0.03
002790,38.0,1026000,0.03
003690,79.0,1035690,0.03
001430,16.0,976000,0.03
112610,19.0,883500,0.03
069960,11.0,1006500,0.03
018670,4.0,952000,0.03
282330,8.0,922400,0.03
020150,21.0,782250,0.03
069620,5.0,830000,0.03
192820,5.0,835500,0.03
375500,18.0,802800,0.03
073240,131.0,791240,0.03
361610,33.0,749100,0.02
006280,5.0,748000,0.02
120110,12.0,736800,0.02
003530,98.0,726180,0.02
007310,2.0,745000,0.02
008770,17.0,728450,0.02
001120,18.0,715500,0.02
161890,10.0,692000,0.02
001800,29.0,665550,0.02
181710,18.0,634500,0.02
298020,2.0,671000,0.02
003090,27.0,625050,0.02
001740,113.0,603420,0.02
000670,10.0,555000,0.02
004000,12.0,535200,0.02
000080,32.0,534720,0.02
007070,28.0,530880,0.02
006120,9.0,486900,0.02
285130,8.0,475200,0.02
009240,11.0,472450,0.02
192080,9.0,443250,0.01
000210,10.0,423000,0.01
185750,5.0,425000,0.01
298050,2.0,418000,0.01
005440,29.0,424560,0.01
010780,14.0,392000,0.01
248070,23.0,390080,0.01
005690,27.0,384480,0.01
004490,6.0,373200,0.01
006650,3.0,400200,0.01
214320,18.0,348660,0.01
456040,4.0,322000,0.01
005880,146.0,353320,0.01
001680,16.0,333600,0.01
005250,21.0,300930,0.01
014820,12.0,292800,0.01
003850,31.0,294190,0.01
002840,2.0,278800,0.01
499790,6.0,279900,0.01
336370,32.0,254400,0.01
016380,46.0,256680,0.01
460860,26.0,226460,0.01
453340,15.0,234300,0.01
003000,43.0,212205,0.01
031430,15.0,186750,0.01
009900,19.0,173660,0.01
003520,84.0,161868,0.01
013890,8.0,91680,0.0
460850,16.0,89760,0.0
001230,8.0,73760,0.0
010010,0.0,0,1.04
