티커,계약수,금액,비중
0048J0,7895.0,115819650,0.0
251350,702.0,26272350,0.0
145766,0.0,52631579,0.0
642863,1561.4,0,0.0
8463X4,1614.04,0,0.0
642882,877.19,0,0.0
03502G,0.0,3508772,0.0
03502G,0.0,10526316,0.0
03502G,0.0,35087719,0.0
03502G,0.0,3508772,0.0
03502G,0.0,8771930,0.0
03502G,0.0,26315789,0.0
03503G,0.0,82955930,0.0
023783,0.0,70175439,0.0
019454,0.0,52690052,0.0
09724E,0.0,70184070,0.0
033662,0.0,17761245,0.0
54302G,0.0,17751965,0.0
54301G,0.0,35318631,0.0
019803,0.0,52631579,0.0
063621,0.0,70175439,0.0
56002G,0.0,61616517,0.0
