티커,계약수,금액,비중
005930,3805.0,729038000,24.85
000660,459.0,431919000,14.72
005380,132.0,72336000,2.53
373220,149.0,55353500,1.95
207940,30.0,49410000,1.71
012450,33.0,45573000,1.7
402340,86.0,48676000,1.65
000270,253.0,42099200,1.47
034020,412.0,37286000,1.4
329180,68.0,38012000,1.31
105560,243.0,36207000,1.24
068270,149.0,31513500,1.1
028260,108.0,31644000,1.06
055550,315.0,29263500,1.0
032830,129.0,27606000,0.94
012330,60.0,25920000,0.92
006800,370.0,24124000,0.86
042660,195.0,23809500,0.86
010130,14.0,24626000,0.85
267260,24.0,23616000,0.81
035420,101.0,22220000,0.78
042700,64.0,20160000,0.74
006400,50.0,19625000,0.71
086790,182.0,20238400,0.7
009150,49.0,19673500,0.69
015760,406.0,19569200,0.69
005490,54.0,18711000,0.66
272210,119.0,17945200,0.66
009540,47.0,19129000,0.66
034730,48.0,17256000,0.6
064350,72.0,16236000,0.58
316140,469.0,15828750,0.54
000810,31.0,15236500,0.53
010140,556.0,15123200,0.53
035720,284.0,14540800,0.53
298040,6.0,14904000,0.52
051910,45.0,14602500,0.51
267250,52.0,14300000,0.5
010120,20.0,14020000,0.49
138040,114.0,13201200,0.45
011200,603.0,12813750,0.44
079550,15.0,11445000,0.43
066570,105.0,12117000,0.43
033780,79.0,12371400,0.42
086280,50.0,12325000,0.42
096770,96.0,12144000,0.42
024110,504.0,11995200,0.41
047810,64.0,11456000,0.41
003670,54.0,11232000,0.4
000720,74.0,10656000,0.4
000150,11.0,11803000,0.4
017670,141.0,10983900,0.37
352820,28.0,9604000,0.34
010950,74.0,9967800,0.33
030200,159.0,9190200,0.33
003550,99.0,9583200,0.32
005830,47.0,8958200,0.31
071050,37.0,8528500,0.3
018260,50.0,8345000,0.28
0126Z0,15.0,8415000,0.28
047050,111.0,7326000,0.28
039490,17.0,7497000,0.26
307950,18.0,7245000,0.26
323410,305.0,7335250,0.26
278470,24.0,6792000,0.25
259960,32.0,7040000,0.25
005940,207.0,6634350,0.23
000880,50.0,6385000,0.23
009830,114.0,5061600,0.2
003490,236.0,5782000,0.2
007660,48.0,5548800,0.19
377300,89.0,5277700,0.19
016360,57.0,5426400,0.19
180640,44.0,5332800,0.19
326030,52.0,5543200,0.19
003230,5.0,5300000,0.18
000100,53.0,5236400,0.18
006260,21.0,5239500,0.18
090430,39.0,5077800,0.18
161390,82.0,5059400,0.17
443060,28.0,4846800,0.16
029780,77.0,4581500,0.16
011070,16.0,4216000,0.15
032640,280.0,4202800,0.15
028050,126.0,4176900,0.15
267270,33.0,4177800,0.14
128940,8.0,4152000,0.14
078930,61.0,4062600,0.14
064400,61.0,3824700,0.14
241560,66.0,3775200,0.14
052690,25.0,3655000,0.13
454910,42.0,3805200,0.13
175330,130.0,3802500,0.13
138930,207.0,3891600,0.13
034220,316.0,3675080,0.13
021240,49.0,3650500,0.13
001440,119.0,3468850,0.12
004020,88.0,3150400,0.12
001040,19.0,3496000,0.12
088980,306.0,3476160,0.12
022100,98.0,3165400,0.11
271560,26.0,3226600,0.11
002380,6.0,3234000,0.11
036570,15.0,3067500,0.11
450080,45.0,2844000,0.11
251270,57.0,2764500,0.11
111770,29.0,2688300,0.1
066970,23.0,2461000,0.09
088350,549.0,2569320,0.09
489790,31.0,2427300,0.09
000990,29.0,2755000,0.09
011790,25.0,2480000,0.09
439260,25.0,2580000,0.09
018880,610.0,2415600,0.09
051900,10.0,2355000,0.09
035250,135.0,2407050,0.08
031210,44.0,2477200,0.08
103590,29.0,2349000,0.08
012510,20.0,2370000,0.08
047040,267.0,2280180,0.08
004170,7.0,2362500,0.08
011780,19.0,2318000,0.08
103140,19.0,2249600,0.08
082740,47.0,2246600,0.08
017800,26.0,2236000,0.08
036460,61.0,2263100,0.08
302440,51.0,2256750,0.08
353200,33.0,1956900,0.08
004990,69.0,2166600,0.08
014680,7.0,2054500,0.08
005850,31.0,2046000,0.07
011170,28.0,2044000,0.07
012750,25.0,2080000,0.07
009970,9.0,2043000,0.07
279570,261.0,2174130,0.07
097950,10.0,1971000,0.07
081660,40.0,1924000,0.07
009420,35.0,1963500,0.07
139130,112.0,1932000,0.07
457190,18.0,1746000,0.07
023530,19.0,1824000,0.06
001450,59.0,1811300,0.06
008930,46.0,1764100,0.06
000120,15.0,1713000,0.06
028670,338.0,1913080,0.06
004800,12.0,1753200,0.06
336260,43.0,1636150,0.06
085620,117.0,1587690,0.06
026960,66.0,1679700,0.06
204320,31.0,1670900,0.06
139480,18.0,1645200,0.06
010060,11.0,1444300,0.06
051600,30.0,1638000,0.06
011210,18.0,1638000,0.06
000240,63.0,1625400,0.06
004370,4.0,1588000,0.05
003690,123.0,1612530,0.05
383220,25.0,1587500,0.05
030000,76.0,1550400,0.05
023590,30.0,1524000,0.05
071970,19.0,1502900,0.05
001430,24.0,1464000,0.05
002790,54.0,1458000,0.05
112610,28.0,1302000,0.05
005440,99.0,1449360,0.05
018670,6.0,1428000,0.05
003540,34.0,1356600,0.05
069620,8.0,1328000,0.05
069960,15.0,1372500,0.05
097230,55.0,1245750,0.04
282330,11.0,1268300,0.04
020150,30.0,1117500,0.04
003240,1.0,1204000,0.04
006280,8.0,1196800,0.04
017960,29.0,1115050,0.04
483650,8.0,1195200,0.04
375500,26.0,1159600,0.04
192820,7.0,1169700,0.04
001720,6.0,1132200,0.04
120110,18.0,1105200,0.04
006360,57.0,1114350,0.04
005070,21.0,1030050,0.04
361610,47.0,1066900,0.04
007310,3.0,1117500,0.04
073240,184.0,1111360,0.04
008770,26.0,1114100,0.04
003570,22.0,1097800,0.04
161890,15.0,1038000,0.04
003530,136.0,1007760,0.04
007340,41.0,1004500,0.04
001120,26.0,1033500,0.04
395400,178.0,1018160,0.04
034230,59.0,1008310,0.03
300720,59.0,971140,0.03
298020,3.0,1006500,0.03
006040,25.0,975000,0.03
007070,51.0,966960,0.03
294870,44.0,919600,0.03
001800,41.0,940950,0.03
012630,39.0,949650,0.03
032350,49.0,945210,0.03
020560,131.0,924860,0.03
003090,38.0,879700,0.03
007810,16.0,838400,0.03
082640,107.0,775750,0.03
229640,20.0,836000,0.03
330590,190.0,872100,0.03
181710,23.0,810750,0.03
322000,7.0,630700,0.03
004000,17.0,758200,0.03
089860,24.0,759600,0.03
000080,46.0,768660,0.03
005300,6.0,751800,0.03
001740,142.0,758280,0.03
006120,13.0,703300,0.02
192080,14.0,689500,0.02
071320,8.0,698400,0.02
009240,16.0,687200,0.02
185750,8.0,680000,0.02
365550,162.0,684450,0.02
280360,6.0,696600,0.02
064960,20.0,664000,0.02
003160,19.0,642200,0.02
281820,14.0,649600,0.02
003470,132.0,634920,0.02
285130,11.0,653400,0.02
100090,35.0,594300,0.02
192400,23.0,657800,0.02
195870,11.0,599500,0.02
298050,3.0,627000,0.02
036530,11.0,619300,0.02
057050,8.0,618400,0.02
100840,15.0,602250,0.02
075580,38.0,624720,0.02
009450,10.0,599000,0.02
000210,14.0,592200,0.02
249420,18.0,590400,0.02
002020,10.0,567000,0.02
001510,303.0,528129,0.02
010780,20.0,560000,0.02
005690,40.0,569600,0.02
248070,33.0,559680,0.02
000670,10.0,555000,0.02
033240,14.0,519400,0.02
000370,77.0,543620,0.02
317450,9.0,549000,0.02
004490,9.0,559800,0.02
001270,7.0,540400,0.02
499790,12.0,559800,0.02
030610,43.0,547820,0.02
005180,7.0,541800,0.02
002960,1.0,517000,0.02
137310,69.0,536130,0.02
475150,19.0,455050,0.02
093370,70.0,494200,0.02
114090,41.0,529310,0.02
214320,26.0,503620,0.02
006650,4.0,533600,0.02
025540,7.0,500500,0.02
005090,10.0,445500,0.02
007700,26.0,490360,0.02
002350,65.0,508950,0.02
017940,5.0,496500,0.02
001060,15.0,492000,0.02
058650,3.0,440700,0.02
001680,23.0,479550,0.02
069260,27.0,486810,0.02
014820,19.0,463600,0.02
130660,22.0,447700,0.02
0120G0,5.0,439000,0.02
005880,203.0,491260,0.02
039130,11.0,466400,0.02
271940,24.0,416160,0.02
003620,128.0,449280,0.02
077970,15.0,447000,0.02
293940,78.0,443040,0.02
005250,31.0,444230,0.02
000640,4.0,430800,0.01
002840,3.0,418200,0.01
003850,45.0,427050,0.01
000400,196.0,403760,0.01
456040,5.0,402500,0.01
004690,3.0,408600,0.01
383800,50.0,413000,0.01
000500,4.0,380400,0.01
008730,16.0,379200,0.01
005810,10.0,395000,0.01
001500,35.0,395500,0.01
016610,28.0,395360,0.01
093050,19.0,388550,0.01
003030,3.0,378000,0.01
003280,152.0,427880,0.01
079160,77.0,392700,0.01
020000,16.0,377600,0.01
268280,3.0,385800,0.01
005420,25.0,355500,0.01
336370,46.0,365700,0.01
029530,7.0,377300,0.01
002240,18.0,385200,0.01
001530,17.0,376550,0.01
452260,128.0,367360,0.01
016380,66.0,368280,0.01
016590,27.0,356940,0.01
178920,19.0,349410,0.01
284740,15.0,364500,0.01
000070,5.0,359000,0.01
145720,7.0,352800,0.01
453340,22.0,343640,0.01
034310,25.0,347000,0.01
003300,20.0,329000,0.01
105630,26.0,339820,0.01
001820,7.0,317100,0.01
145990,7.0,336700,0.01
161000,32.0,310080,0.01
009900,35.0,319900,0.01
003000,63.0,310905,0.01
006110,10.0,303500,0.01
001200,64.0,300480,0.01
016800,8.0,318400,0.01
014830,4.0,299200,0.01
192650,45.0,305100,0.01
009290,35.0,289100,0.01
183190,26.0,306540,0.01
005610,6.0,305400,0.01
060980,7.0,300300,0.01
105840,13.0,286650,0.01
017810,25.0,302500,0.01
011930,130.0,281450,0.01
006220,21.0,299250,0.01
031430,24.0,298800,0.01
170900,6.0,290700,0.01
015360,4.0,300000,0.01
010690,23.0,303830,0.01
138490,25.0,287500,0.01
026890,28.0,306600,0.01
344820,11.0,296450,0.01
029460,9.0,283500,0.01
010820,32.0,247040,0.01
084010,26.0,292240,0.01
002030,1.0,284000,0.01
