티커,계약수,금액,비중
005930,295.0,56522000,22.65
000660,34.0,31994000,12.81
402340,33.0,18678000,7.44
009150,40.0,16060000,6.6
007660,83.0,9594800,3.88
000150,8.0,8584000,3.43
031980,70.0,7637000,3.35
277810,8.0,6696000,2.71
085910,339.0,6237600,2.47
319660,75.0,4897500,2.18
058610,40.0,5076000,2.14
006400,12.0,4710000,2.01
178320,102.0,4737900,1.94
353200,62.0,3676600,1.69
039030,9.0,4014000,1.66
078600,31.0,2988400,1.5
039440,95.0,3310750,1.43
183300,31.0,3183700,1.37
064760,12.0,2940000,1.27
226950,15.0,2944500,1.27
348210,34.0,2716600,1.17
131290,25.0,2377500,1.08
003160,74.0,2501200,1.07
141080,13.0,2470000,1.06
110990,100.0,2095000,1.0
388210,16.0,2184000,0.98
114810,152.0,2240480,0.92
290740,87.0,2314200,0.87
010010,0.0,0,8.03
