티커,계약수,금액,비중
097950,253.0,49866300,4.23
001680,2132.0,44452200,3.76
280360,362.0,42028200,3.49
020000,1599.0,37736400,3.3
001740,7348.0,39238320,3.29
001120,933.0,37086750,3.14
014830,461.0,34482800,3.09
084690,3864.0,36089760,3.08
001800,1572.0,36077400,3.07
023530,335.0,32160000,2.77
002310,3407.0,31276260,2.74
005250,2264.0,32443120,2.71
093050,1516.0,31002200,2.68
011760,1215.0,30921750,2.62
005440,1924.0,28167360,2.38
035760,420.0,27090000,2.37
000490,2684.0,26732640,2.31
078930,400.0,26640000,2.24
139480,279.0,25500600,2.2
145990,527.0,25348700,2.11
004490,396.0,24631200,2.1
029460,761.0,23971500,2.09
004170,72.0,24300000,2.05
001040,130.0,23920000,2.04
002350,3103.0,24296490,1.99
015860,2706.0,22486860,1.85
002790,795.0,21465000,1.85
200880,1532.0,21264160,1.83
069960,237.0,21685500,1.81
009970,88.0,19976000,1.73
120110,322.0,19770800,1.73
036530,346.0,19479800,1.7
136490,1777.0,19760240,1.69
000120,163.0,18614600,1.66
003620,5442.0,19101420,1.63
001390,3803.0,18957955,1.6
006040,469.0,18291000,1.55
031430,1438.0,17903100,1.52
007070,941.0,17841360,1.51
001250,7017.0,17542500,1.51
000640,140.0,15078000,1.28
003380,813.0,12219390,1.12
306200,93.0,11485500,1.0
161390,166.0,10242200,0.84
016880,4691.0,9377309,0.81
015750,1010.0,7827500,0.7
010010,0.0,0,1.24
