티커,계약수,금액,비중
005380,718.0,393464000,31.8
000270,1727.0,287372800,23.1
012330,359.0,155088000,12.77
004020,2621.0,93831800,8.34
000720,458.0,65952000,5.75
086280,270.0,66555000,5.27
267250,117.0,32175000,2.61
267270,187.0,23674200,1.89
011210,239.0,21749000,1.75
009540,47.0,19129000,1.51
064350,65.0,14657500,1.21
329180,23.0,12857000,1.02
267260,12.0,11808000,0.93
443060,32.0,5539200,0.43
214320,272.0,5268640,0.42
307950,9.0,3622500,0.29
322000,21.0,1892100,0.2
001500,189.0,2135700,0.17
071970,15.0,1186500,0.09
010010,0.0,0,0.42
