티커,계약수,금액,비중
07931A,0.0,1936905,0.0
079311,0.0,941000,0.0
F14017,0.0,461000,0.0
F14017,0.0,461000,0.0
F14017,0.0,461000,0.0
F14017,0.0,461000,0.0
F14017,0.0,460000,0.0
F14017,0.0,460000,0.0
F14017,0.0,460000,0.0
F14017,0.0,460000,0.0
F14017,0.0,460000,0.0
F14017,0.0,460000,0.0
F14017,0.0,460000,0.0
F14017,0.0,460000,0.0
F14017,0.0,461000,0.0
F14017,0.0,461000,0.0
F14017,0.0,461000,0.0
F14017,0.0,461000,0.0
F14017,0.0,461000,0.0
F14017,0.0,461000,0.0
F00594,0.0,461000,0.0
F00594,0.0,461000,0.0
F00594,0.0,461000,0.0
F00594,0.0,461000,0.0
FA0594,0.0,461000,0.0
FA0594,0.0,461000,0.0
F00594,0.0,459000,0.0
F00594,0.0,459000,0.0
F00594,0.0,459000,0.0
F00594,0.0,459000,0.0
F00594,0.0,459000,0.0
F00594,0.0,459000,0.0
F00594,0.0,459000,0.0
F00594,0.0,459000,0.0
F00594,0.0,459000,0.0
F00594,0.0,459000,0.0
81101G,0.0,2867071,0.0
030622,0.0,954563,0.0
10201A,0.0,927000,0.0
008271,0.0,950647,0.0
008278,0.0,943000,0.0
008271,0.0,1916563,0.0
008274,0.0,958149,0.0
F02978,0.0,461000,0.0
F02978,0.0,461000,0.0
F02978,0.0,461000,0.0
F02978,0.0,461000,0.0
F02978,0.0,461000,0.0
F02978,0.0,461000,0.0
F02978,0.0,461000,0.0
F02978,0.0,461000,0.0
F02978,0.0,461000,0.0
F02978,0.0,461000,0.0
029783,0.0,956043,0.0
029786,0.0,1900786,0.0
80701G,0.0,1910359,0.0
032715,0.0,958506,0.0
023782,0.0,978547,0.0
023785,0.0,950475,0.0
019451,0.0,950171,0.0
019451,0.0,2876458,0.0
176942,0.0,947809,0.0
097244,0.0,980389,0.0
09724G,0.0,968050,0.0
033667,0.0,954019,0.0
033669,0.0,946428,0.0
FB7414,0.0,460000,0.0
FB7414,0.0,460000,0.0
FB7414,0.0,460000,0.0
FB7414,0.0,460000,0.0
174145,0.0,958465,0.0
174141,0.0,945951,0.0
174146,0.0,960118,0.0
174141,0.0,952400,0.0
174144,0.0,950819,0.0
10506G,0.0,1891806,0.0
140171,0.0,976680,0.0
14017A,0.0,1916240,0.0
021966,0.0,1910599,0.0
021961,0.0,1914884,0.0
FA3949,0.0,460000,0.0
FA3949,0.0,460000,0.0
FA3949,0.0,460000,0.0
FA3949,0.0,460000,0.0
FA3949,0.0,460000,0.0
FA3949,0.0,460000,0.0
FA3949,0.0,460000,0.0
FA3949,0.0,460000,0.0
FA3949,0.0,460000,0.0
FA3949,0.0,460000,0.0
56501G,0.0,955774,0.0
F03075,0.0,462000,0.0
F03075,0.0,462000,0.0
F03075,0.0,462000,0.0
F03075,0.0,462000,0.0
F03075,0.0,462000,0.0
F03075,0.0,462000,0.0
F03075,0.0,462000,0.0
F03075,0.0,462000,0.0
F03075,0.0,462000,0.0
F03075,0.0,462000,0.0
F03075,0.0,462000,0.0
F03075,0.0,462000,0.0
F03075,0.0,462000,0.0
F03075,0.0,462000,0.0
F03075,0.0,462000,0.0
F03075,0.0,462000,0.0
F03075,0.0,462000,0.0
F03075,0.0,462000,0.0
F03075,0.0,462000,0.0
F03075,0.0,462000,0.0
F03075,0.0,462000,0.0
F03075,0.0,462000,0.0
205493,0.0,1958644,0.0
205497,0.0,968328,0.0
205496,0.0,1908448,0.0
205497,0.0,1904801,0.0
01980G,0.0,960137,0.0
019807,0.0,949918,0.0
019807,0.0,1908349,0.0
F07105,0.0,460000,0.0
F07105,0.0,460000,0.0
F07105,0.0,460000,0.0
F07105,0.0,460000,0.0
F07105,0.0,460000,0.0
F07105,0.0,460000,0.0
F07105,0.0,460000,0.0
F07105,0.0,460000,0.0
F07105,0.0,460000,0.0
F07105,0.0,460000,0.0
F07105,0.0,460000,0.0
F07105,0.0,460000,0.0
F07105,0.0,460000,0.0
F07105,0.0,460000,0.0
F07105,0.0,460000,0.0
F07105,0.0,460000,0.0
F07105,0.0,460000,0.0
F07105,0.0,460000,0.0
F07105,0.0,460000,0.0
F07105,0.0,460000,0.0
F07105,0.0,460000,0.0
F07105,0.0,460000,0.0
FE3049,0.0,460000,0.0
FE3049,0.0,460000,0.0
FE3049,0.0,460000,0.0
FE3049,0.0,460000,0.0
FE3049,0.0,460000,0.0
FE3049,0.0,460000,0.0
FE3049,0.0,460000,0.0
FE3049,0.0,460000,0.0
FE3049,0.0,460000,0.0
FE3049,0.0,460000,0.0
FE3049,0.0,460000,0.0
FE3049,0.0,460000,0.0
FE3049,0.0,460000,0.0
FE3049,0.0,460000,0.0
FE3049,0.0,460000,0.0
FE3049,0.0,460000,0.0
FE3049,0.0,460000,0.0
FJ3049,0.0,460000,0.0
FJ3049,0.0,460000,0.0
FJ3049,0.0,460000,0.0
FJ3049,0.0,460000,0.0
FJ3049,0.0,460000,0.0
FJ3049,0.0,460000,0.0
FJ3049,0.0,460000,0.0
FJ3049,0.0,460000,0.0
06590B,0.0,5733139,0.0
02988M,0.0,1936278,0.0
02988S,0.0,966290,0.0
029883,0.0,1953121,0.0
095924,0.0,950637,0.0
