티커,계약수,금액,비중
017670,236.0,18384400,4.48
005940,479.0,15351950,3.83
033780,82.0,12841200,3.15
007310,34.0,12665000,3.1
005830,65.0,12389000,3.04
012750,144.0,11980800,2.99
001720,62.0,11699400,2.99
024110,503.0,11971400,2.95
029780,197.0,11721500,2.9
003540,286.0,11411400,2.84
030200,185.0,10693000,2.71
271560,85.0,10548500,2.67
078930,162.0,10789200,2.64
003690,828.0,10855080,2.63
032640,699.0,10491990,2.62
001800,457.0,10488150,2.59
316140,315.0,10631250,2.58
023530,107.0,10272000,2.57
030000,511.0,10424400,2.56
139130,584.0,10074000,2.47
055550,106.0,9847400,2.42
138930,528.0,9926400,2.41
016360,100.0,9520000,2.38
009970,39.0,8853000,2.23
004990,282.0,8854800,2.22
139480,95.0,8683000,2.18
001450,283.0,8688100,2.17
035250,478.0,8522740,2.14
028260,30.0,8790000,2.11
000080,502.0,8388420,2.05
207940,5.0,8235000,2.04
097950,39.0,7686900,1.9
089860,237.0,7501050,1.86
004370,19.0,7543000,1.86
007070,399.0,7565040,1.86
000810,15.0,7372500,1.85
192080,148.0,7289000,1.84
018260,43.0,7176700,1.75
005300,53.0,6640900,1.65
021240,88.0,6556000,1.64
010010,0.0,0,1.14
