티커,계약수,금액,비중
069500,4167.0,348236190,26.4
005930,1167.0,223597200,16.65
251340,74625.0,158205000,11.31
000660,140.0,131740000,9.81
005380,34.0,18632000,1.43
402340,23.0,13018000,0.96
105560,81.0,12069000,0.91
012450,8.0,11048000,0.9
034020,107.0,9683500,0.8
000270,60.0,9984000,0.76
055550,104.0,9661600,0.72
068270,39.0,8248500,0.63
035420,34.0,7480000,0.57
028260,25.0,7325000,0.54
086790,63.0,7005600,0.53
012330,15.0,6480000,0.51
006400,15.0,5887500,0.47
005490,17.0,5890500,0.46
267260,6.0,5904000,0.44
009150,14.0,5621000,0.43
316140,167.0,5636250,0.42
207940,3.0,4941000,0.37
009540,12.0,4884000,0.37
006800,68.0,4433600,0.35
010140,165.0,4488000,0.35
373220,12.0,4458000,0.34
035720,84.0,4300800,0.34
329180,8.0,4472000,0.34
032830,21.0,4494000,0.33
064350,18.0,4059000,0.32
042660,33.0,4029300,0.32
000810,8.0,3932000,0.3
051910,12.0,3894000,0.3
015760,79.0,3807800,0.29
042700,11.0,3465000,0.28
010130,2.0,3518000,0.27
033780,22.0,3445200,0.26
047810,18.0,3222000,0.25
030200,55.0,3179000,0.25
034730,9.0,3235500,0.24
066570,27.0,3115800,0.24
267250,11.0,3025000,0.23
272210,18.0,2714400,0.22
017670,37.0,2882300,0.21
000720,18.0,2592000,0.21
010120,4.0,2804000,0.21
079550,3.0,2289000,0.19
298040,1.0,2484000,0.19
096770,19.0,2403500,0.18
071050,10.0,2305000,0.17
086280,9.0,2218500,0.17
138040,19.0,2200200,0.16
003550,23.0,2226400,0.16
000150,2.0,2146000,0.16
005830,11.0,2096600,0.16
323410,85.0,2044250,0.16
003670,9.0,1872000,0.15
278470,6.0,1698000,0.14
352820,5.0,1715000,0.13
039490,4.0,1764000,0.13
011200,78.0,1657500,0.13
018260,10.0,1669000,0.12
024110,68.0,1618400,0.12
007660,14.0,1618400,0.12
259960,7.0,1540000,0.12
003490,63.0,1543500,0.12
000100,15.0,1482000,0.11
180640,12.0,1454400,0.11
016360,15.0,1428000,0.11
009830,27.0,1198800,0.11
028050,39.0,1292850,0.1
010950,10.0,1347000,0.1
005940,37.0,1185850,0.09
138930,64.0,1203200,0.09
175330,39.0,1140750,0.09
267270,9.0,1139400,0.09
011070,4.0,1054000,0.08
161390,18.0,1110600,0.08
003230,1.0,1060000,0.08
090430,8.0,1041600,0.08
021240,14.0,1043000,0.08
032640,69.0,1035690,0.08
128940,2.0,1038000,0.08
006260,4.0,998000,0.08
000880,7.0,893900,0.07
034220,72.0,837360,0.07
036570,4.0,818000,0.07
001440,28.0,816200,0.06
004020,21.0,751800,0.06
066970,7.0,749000,0.06
307950,2.0,805000,0.06
047050,11.0,726000,0.06
064400,12.0,752400,0.06
052690,5.0,731000,0.06
241560,13.0,743600,0.06
271560,6.0,744600,0.06
001040,4.0,736000,0.06
078930,11.0,732600,0.05
326030,7.0,746200,0.05
082740,14.0,669200,0.05
443060,4.0,692400,0.05
004170,2.0,675000,0.05
014680,2.0,587000,0.05
139130,35.0,603750,0.05
111770,6.0,556200,0.04
0126Z0,1.0,561000,0.04
002380,1.0,539000,0.04
457190,5.0,485000,0.04
017800,6.0,516000,0.04
011790,5.0,496000,0.04
035250,28.0,499240,0.04
012750,6.0,499200,0.04
009420,9.0,504900,0.04
051900,2.0,471000,0.04
011780,4.0,488000,0.04
103140,4.0,473600,0.04
139480,5.0,457000,0.04
001450,15.0,460500,0.04
454910,5.0,453000,0.03
010060,3.0,393900,0.03
062040,3.0,430500,0.03
004800,3.0,438300,0.03
047040,50.0,427000,0.03
022100,13.0,419900,0.03
081660,9.0,432900,0.03
251270,8.0,388000,0.03
377300,7.0,415100,0.03
204320,8.0,431200,0.03
450080,6.0,379200,0.03
032350,22.0,424380,0.03
029780,7.0,416500,0.03
088350,82.0,383760,0.03
004370,1.0,397000,0.03
097950,2.0,394200,0.03
011170,5.0,365000,0.03
018880,91.0,360360,0.03
011210,4.0,364000,0.03
000120,3.0,342600,0.03
030000,17.0,346800,0.03
192820,2.0,334200,0.03
008770,8.0,342800,0.03
017960,8.0,307600,0.03
036460,9.0,333900,0.03
051600,6.0,327600,0.03
298020,1.0,335500,0.02
375500,7.0,312200,0.02
006360,16.0,312800,0.02
120110,5.0,307000,0.02
112610,6.0,279000,0.02
302440,7.0,309750,0.02
028670,56.0,316960,0.02
023530,3.0,288000,0.02
161890,4.0,276800,0.02
008930,7.0,268450,0.02
005850,4.0,264000,0.02
069960,3.0,274500,0.02
383220,4.0,254000,0.02
073240,40.0,241600,0.02
009970,1.0,227000,0.02
282330,2.0,230600,0.02
004990,7.0,219800,0.02
298050,1.0,209000,0.02
361610,9.0,204300,0.02
026960,8.0,203600,0.02
034230,11.0,187990,0.01
001430,3.0,183000,0.01
499790,4.0,186600,0.01
004000,4.0,178400,0.01
285130,3.0,178200,0.01
185750,2.0,170000,0.01
069620,1.0,166000,0.01
002790,6.0,162000,0.01
000240,6.0,154800,0.01
006280,1.0,149600,0.01
007070,8.0,151680,0.01
192080,3.0,147750,0.01
000080,8.0,133680,0.01
000210,3.0,126900,0.01
007340,5.0,122500,0.01
005300,1.0,125300,0.01
004490,2.0,124400,0.01
006650,1.0,133400,0.01
003090,5.0,115750,0.01
006040,3.0,117000,0.01
001800,5.0,114750,0.01
280360,1.0,116100,0.01
009900,12.0,109680,0.01
001680,5.0,104250,0.01
093370,14.0,98840,0.01
114090,8.0,103280,0.01
016380,17.0,94860,0.01
005420,6.0,85320,0.01
071320,1.0,87300,0.01
069260,5.0,90150,0.01
031430,7.0,87150,0.01
009240,2.0,85900,0.01
005250,6.0,85980,0.01
300720,5.0,82300,0.01
008730,3.0,71100,0.01
137310,9.0,69930,0.01
000670,1.0,55500,0.0
487570,1.0,57300,0.0
014820,1.0,24400,0.0
A06630,-60.54,-1171751700,0.0
A01630,1.5,307500000,0.0
010010,0.0,0,9.32
