티커,계약수,금액,비중
005380,242.0,132616000,5.39
402340,163.0,92258000,3.63
012450,58.0,80098000,3.46
105560,567.0,84483000,3.37
034020,767.0,69413500,3.03
000270,433.0,72051200,2.91
055550,730.0,67817000,2.7
068270,277.0,58585500,2.37
035420,244.0,53680000,2.19
028260,179.0,52447000,2.04
086790,448.0,49817600,1.99
012330,110.0,47520000,1.97
006400,108.0,42390000,1.79
005490,123.0,42619500,1.75
009150,99.0,39748500,1.61
316140,1194.0,40297500,1.59
267260,40.0,39360000,1.56
009540,84.0,34188000,1.36
373220,88.0,32692000,1.34
006800,487.0,31752400,1.32
010140,1180.0,32096000,1.31
035720,601.0,30771200,1.3
329180,58.0,32422000,1.29
032830,150.0,32100000,1.27
064350,131.0,29540500,1.23
042660,236.0,28815600,1.2
207940,18.0,29646000,1.19
015760,562.0,27088400,1.11
000810,54.0,26541000,1.08
051910,82.0,26609000,1.08
042700,75.0,23625000,1.01
033780,160.0,25056000,1.0
030200,392.0,22657600,0.93
034730,64.0,23008000,0.92
047810,125.0,22375000,0.92
010130,13.0,22867000,0.92
066570,192.0,22156800,0.91
267250,80.0,22000000,0.9
298040,9.0,22356000,0.9
000720,131.0,18864000,0.83
017670,265.0,20643500,0.82
079550,24.0,18312000,0.81
272210,125.0,18850000,0.8
010120,28.0,19628000,0.79
071050,73.0,16826500,0.68
096770,133.0,16824500,0.67
086280,66.0,16269000,0.65
138040,138.0,15980400,0.64
003550,163.0,15778400,0.62
323410,605.0,14550250,0.59
005830,77.0,14676200,0.58
003670,64.0,13312000,0.56
352820,38.0,13034000,0.54
278470,43.0,12169000,0.53
000150,12.0,12876000,0.51
011200,556.0,11815000,0.47
259960,52.0,11440000,0.47
024110,485.0,11543000,0.46
039490,26.0,11466000,0.46
018260,68.0,11349200,0.45
003490,454.0,11123000,0.45
007660,97.0,11213200,0.45
000100,107.0,10571600,0.43
016360,109.0,10376800,0.42
180640,84.0,10180800,0.42
009830,194.0,8613600,0.4
010950,74.0,9967800,0.39
028050,280.0,9282000,0.38
005940,261.0,8365050,0.34
138930,455.0,8554000,0.34
175330,282.0,8248500,0.33
161390,128.0,7897600,0.31
006260,30.0,7485000,0.3
032640,492.0,7384920,0.3
003230,7.0,7420000,0.3
021240,98.0,7301000,0.3
090430,55.0,7161000,0.29
011070,25.0,6587500,0.27
000880,50.0,6385000,0.27
036570,30.0,6135000,0.26
034220,518.0,6024340,0.25
