티커,계약수,금액,비중
068270,203.0,42934500,0.0
015760,412.0,19858400,0.0
033780,118.0,18478800,0.0
207940,11.0,18117000,0.0
030200,287.0,16588600,0.0
017670,194.0,15112600,0.0
278470,29.0,8207000,0.0
000100,79.0,7805200,0.0
032640,361.0,5418610,0.0
090430,41.0,5338200,0.0
003230,5.0,5300000,0.0
128940,8.0,4152000,0.0
0126Z0,7.0,3927000,0.0
280360,32.0,3715200,0.0
326030,34.0,3624400,0.0
001040,18.0,3312000,0.0
051900,12.0,2826000,0.0
009420,47.0,2636700,0.0
139480,26.0,2376400,0.0
097950,10.0,1971000,0.0
185750,22.0,1870000,0.0
192820,10.0,1671000,0.0
271560,13.0,1613300,0.0
004370,4.0,1588000,0.0
036460,42.0,1558200,0.0
008930,37.0,1418950,0.0
004990,39.0,1224600,0.0
006280,7.0,1047200,0.0
026960,41.0,1043450,0.0
069620,6.0,996000,0.0
002790,33.0,891000,0.0
007070,44.0,834240,0.0
007310,2.0,745000,0.0
000080,40.0,668400,0.0
161890,9.0,622800,0.0
005300,5.0,626500,0.0
001800,27.0,619650,0.0
003090,25.0,578750,0.0
001680,25.0,521250,0.0
302440,10.0,442500,0.0
005250,29.0,415570,0.0
137310,46.0,357420,0.0
282330,3.0,345900,0.0
071320,3.0,261900,0.0
006040,6.0,234000,0.0
03501G,0.0,170000000,0.0
03503G,0.0,170000000,0.0
03501G,0.0,170759730,0.0
