티커,계약수,금액,비중
000660,1325.0,1246825000,27.44
005930,5496.0,1053033600,23.18
006400,892.0,350110000,8.21
009150,816.0,327624000,7.4
042700,619.0,194985000,4.63
058470,731.0,88743400,2.08
007660,802.0,92711200,2.06
018260,560.0,93464000,2.06
240810,485.0,64408000,1.5
011070,210.0,55335000,1.27
039030,124.0,55304000,1.26
034220,4281.0,49788030,1.15
064400,701.0,43952700,1.02
489790,507.0,39698100,0.97
000990,450.0,42750000,0.91
108490,156.0,36660000,0.88
307950,93.0,37432500,0.85
012510,314.0,37209000,0.84
403870,694.0,31195300,0.74
095340,150.0,30300000,0.71
353200,474.0,28108200,0.71
036930,468.0,31262400,0.7
084370,203.0,29414700,0.67
089030,394.0,26122200,0.63
067310,706.0,24710000,0.57
098460,760.0,23256000,0.56
022100,741.0,23934300,0.56
323280,316.0,23542000,0.54
101490,239.0,22083600,0.5
178320,469.0,21785050,0.49
064760,83.0,20335000,0.48
082270,473.0,18470650,0.46
140860,66.0,17622000,0.41
078600,151.0,14556400,0.4
005070,336.0,16480800,0.4
020150,417.0,15533250,0.38
232140,581.0,11968600,0.29
031980,105.0,11455500,0.28
161580,249.0,11379300,0.27
248070,600.0,10176000,0.23
108320,161.0,8307600,0.19
042000,276.0,7797000,0.18
052400,123.0,7552200,0.18
213420,191.0,7143400,0.17
053800,97.0,5946100,0.14
204270,282.0,5276220,0.12
010010,0.0,0,0.34
