티커,계약수,금액,비중
488770,169.0,17528680,25.19
0117L0,423.0,4238460,6.09
079313,0.0,403498,0.0
03502G,0.0,258541,0.0
03502G,0.0,618127,0.0
03501G,0.0,375939,0.0
03503G,0.0,470373,0.0
03502G,0.0,1173053,0.0
03502G,0.0,376771,0.0
03504G,0.0,1020825,0.0
03502G,0.0,479768,0.0
03502G,0.0,1937432,0.0
03502G,0.0,805409,0.0
035027,0.0,432161,0.0
0350C7,0.0,27937,0.0
060002,0.0,270534,0.0
81101G,0.0,270077,0.0
81102G,0.0,269448,0.0
03503G,0.0,3061012,0.0
P00000,0.0,3148,0.0
P00000,0.0,56067,0.0
P00000,0.0,540660,0.0
P00000,0.0,135528,0.0
P00000,0.0,6005735,0.0
P00000,0.0,1947995,0.0
P00000,0.0,27423,0.0
P00000,0.0,13912445,0.0
P00000,0.0,835691,0.0
P00000,0.0,7878,0.0
P00000,0.0,13425,0.0
00001F,0.0,674910,0.0
021963,0.0,542179,0.0
004945,0.0,270799,0.0
205493,0.0,135649,0.0
065906,0.0,134774,0.0
09592B,0.0,268966,0.0
010010,0.0,0,68.71
