티커,계약수,금액,비중
138931,0.0,2094680,0.0
145767,0.0,2105262,0.0
145764,0.0,2094680,0.0
079315,0.0,2094680,0.0
105563,0.0,2102055,0.0
166262,0.0,2104248,0.0
166261,0.0,1047340,0.0
166262,0.0,2094680,0.0
034731,0.0,2094680,0.0
017673,0.0,2094680,0.0
139131,0.0,2094680,0.0
139131,0.0,2094680,0.0
008276,0.0,2094680,0.0
008273,0.0,2094680,0.0
055551,0.0,2098764,0.0
055551,0.0,2094680,0.0
055553,0.0,2094680,0.0
032712,0.0,2098867,0.0
03271A,0.0,2098477,0.0
032717,0.0,2094680,0.0
032712,0.0,2094680,0.0
023782,0.0,2102509,0.0
023788,0.0,2096944,0.0
023787,0.0,2094680,0.0
019457,0.0,2094680,0.0
019452,0.0,2094680,0.0
097245,0.0,2108502,0.0
097249,0.0,2094680,0.0
033665,0.0,2109328,0.0
03366B,0.0,2096179,0.0
033665,0.0,2099573,0.0
033662,0.0,2094680,0.0
174149,0.0,2141642,0.0
17414A,0.0,2100235,0.0
E00301,0.0,3142019,0.0
028822,0.0,2094680,0.0
140171,0.0,2123783,0.0
140177,0.0,2109996,0.0
140176,0.0,2112857,0.0
140171,0.0,2103331,0.0
021962,0.0,2106303,0.0
021964,0.0,2103638,0.0
021964,0.0,2094680,0.0
205496,0.0,2098226,0.0
205491,0.0,2094680,0.0
01980A,0.0,2094751,0.0
019806,0.0,2094680,0.0
019804,0.0,2094680,0.0
065908,0.0,2099665,0.0
06590E,0.0,2094680,0.0
065905,0.0,2094680,0.0
065901,0.0,2094902,0.0
029888,0.0,2097114,0.0
029887,0.0,2094680,0.0
095926,0.0,2094680,0.0
095922,0.0,2094680,0.0
