티커,계약수,금액,비중
005930,8198.0,1570736800,31.76
000660,962.0,905242000,18.3
005380,237.0,129876000,2.7
402340,160.0,90560000,1.82
012450,57.0,78717000,1.74
105560,556.0,82844000,1.69
034020,752.0,68056000,1.52
000270,424.0,70553600,1.46
055550,715.0,66423500,1.35
068270,271.0,57316500,1.19
035420,240.0,52800000,1.1
028260,175.0,51275000,1.02
086790,439.0,48816800,1.0
012330,108.0,46656000,0.99
006400,106.0,41605000,0.9
005490,121.0,41926500,0.88
009150,97.0,38945500,0.81
316140,1171.0,39521250,0.8
267260,39.0,38376000,0.78
009540,82.0,33374000,0.68
373220,86.0,31949000,0.67
006800,477.0,31100400,0.66
010140,1157.0,31470400,0.66
329180,57.0,31863000,0.65
035720,589.0,30156800,0.65
032830,147.0,31458000,0.64
064350,128.0,28864000,0.61
207940,18.0,29646000,0.61
042660,231.0,28205100,0.6
015760,551.0,26558200,0.55
000810,54.0,26541000,0.55
051910,81.0,26284500,0.54
042700,74.0,23310000,0.51
010130,14.0,24626000,0.5
033780,158.0,24742800,0.5
030200,384.0,22195200,0.47
047810,123.0,22017000,0.46
034730,62.0,22289000,0.46
066570,188.0,21695200,0.46
267250,79.0,21725000,0.45
000720,129.0,18576000,0.42
298040,8.0,19872000,0.41
017670,259.0,20176100,0.41
272210,123.0,18548400,0.4
079550,23.0,17549000,0.39
010120,27.0,18927000,0.39
071050,71.0,16365500,0.34
096770,130.0,16445000,0.33
086280,64.0,15776000,0.32
138040,136.0,15748800,0.32
003550,160.0,15488000,0.31
005830,76.0,14485600,0.29
323410,594.0,14285700,0.29
000150,13.0,13949000,0.28
352820,38.0,13034000,0.28
003670,62.0,12896000,0.28
278470,43.0,12169000,0.27
011200,545.0,11581250,0.24
259960,50.0,11000000,0.23
024110,475.0,11305000,0.23
007660,96.0,11097600,0.23
003490,445.0,10902500,0.22
039490,25.0,11025000,0.22
018260,66.0,11015400,0.22
000100,105.0,10374000,0.21
016360,106.0,10091200,0.21
180640,82.0,9938400,0.21
009830,190.0,8436000,0.2
010950,74.0,9967800,0.2
028050,275.0,9116250,0.19
005940,256.0,8204800,0.17
138930,446.0,8384800,0.17
175330,276.0,8073000,0.17
161390,126.0,7774200,0.15
003230,7.0,7420000,0.15
032640,482.0,7234820,0.15
090430,55.0,7161000,0.15
006260,29.0,7235500,0.15
021240,96.0,7152000,0.15
011070,25.0,6587500,0.14
000880,48.0,6129600,0.13
036570,29.0,5930500,0.13
034220,508.0,5908040,0.13
001440,196.0,5713400,0.12
047050,80.0,5280000,0.12
004020,147.0,5262600,0.12
066970,48.0,5136000,0.12
128940,11.0,5709000,0.12
064400,83.0,5204100,0.11
241560,90.0,5148000,0.11
052690,33.0,4824600,0.11
078930,78.0,5194800,0.11
014680,16.0,4696000,0.1
326030,48.0,5116800,0.1
307950,12.0,4830000,0.1
0126Z0,9.0,5049000,0.1
271560,38.0,4715800,0.1
082740,96.0,4588800,0.1
001040,24.0,4416000,0.09
443060,26.0,4500600,0.09
139130,243.0,4191750,0.09
004170,12.0,4050000,0.08
051900,16.0,3768000,0.08
017800,44.0,3784000,0.08
457190,36.0,3492000,0.08
002380,7.0,3773000,0.08
111770,38.0,3522600,0.08
011790,35.0,3472000,0.07
012750,43.0,3577600,0.07
035250,199.0,3548170,0.07
103140,29.0,3433600,0.07
010060,23.0,3019900,0.07
009420,62.0,3478200,0.07
062040,23.0,3300500,0.07
139480,35.0,3199000,0.07
001450,105.0,3223500,0.07
011780,26.0,3172000,0.07
450080,44.0,2780800,0.06
454910,34.0,3080400,0.06
047040,350.0,2989000,0.06
