티커,계약수,금액,비중
010130,137.0,240983000,21.93
004020,5631.0,201589800,20.45
005490,581.0,201316500,18.76
103140,1126.0,133318400,12.47
001430,817.0,49837000,4.62
295310,518.0,39834200,3.74
009520,1395.0,24063750,2.36
460860,2359.0,20546890,2.01
005810,473.0,18683500,1.72
000670,324.0,17982000,1.66
006110,552.0,16753200,1.61
002710,1176.0,15676080,1.53
016380,2612.0,14574960,1.33
003030,92.0,11592000,1.1
001390,2206.0,10996910,0.99
306200,68.0,8398000,0.78
001940,323.0,7897350,0.72
151860,1212.0,7114440,0.66
092790,644.0,6923000,0.65
084010,553.0,6215720,0.56
010010,0.0,0,0.37
