티커,계약수,금액,비중
006400,247.0,96947500,11.51
068270,464.0,98136000,11.19
005490,275.0,95287500,11.03
207940,49.0,80703000,9.14
035420,356.0,78320000,8.99
035720,1357.0,69478400,8.25
196170,180.0,66960000,7.62
051910,196.0,63602000,7.26
373220,147.0,54610500,6.3
096770,270.0,34155000,3.83
298380,171.0,30284100,3.69
259960,117.0,25740000,3.0
036570,73.0,14928500,1.78
326030,112.0,11939200,1.31
012510,88.0,10428000,1.19
263750,157.0,8619300,1.05
251270,134.0,6499000,0.82
462870,141.0,4258200,0.5
042000,74.0,2090500,0.24
376300,49.0,1675800,0.21
010010,0.0,0,1.09
