티커,계약수,금액,비중
034020,501.0,45340500,14.98
267260,26.0,25584000,7.68
009540,55.0,22385000,6.75
373220,57.0,21175500,6.57
010140,771.0,20971200,6.49
329180,38.0,21242000,6.42
064350,85.0,19167500,6.04
042660,154.0,18803400,5.95
086520,114.0,18331200,5.91
298040,6.0,14904000,4.54
247540,63.0,12310200,3.89
010120,18.0,12618000,3.87
003670,42.0,8736000,2.76
277810,9.0,7533000,2.28
006260,20.0,4990000,1.52
267270,36.0,4557600,1.39
001440,131.0,3818650,1.21
066970,32.0,3424000,1.16
241560,60.0,3432000,1.09
082740,63.0,3011400,0.93
443060,17.0,2942700,0.88
017800,30.0,2580000,0.8
062040,16.0,2296000,0.72
103590,26.0,2106000,0.65
450080,30.0,1896000,0.65
454910,23.0,2083800,0.64
083650,22.0,1777600,0.64
071970,26.0,2056600,0.62
336260,47.0,1788350,0.58
112610,28.0,1302000,0.44
065350,21.0,1285200,0.4
361610,44.0,998800,0.31
100090,46.0,781080,0.26
484870,3.0,390900,0.12
000500,4.0,380400,0.12
160190,6.0,347400,0.11
010010,0.0,0,0.63
