티커,계약수,금액,비중
305720,2808.0,46963800,0.0
006400,100.0,39250000,0.0
373220,104.0,38636000,0.0
086520,192.0,30873600,0.0
005490,67.0,23215500,0.0
051910,52.0,16874000,0.0
247540,83.0,16218200,0.0
003670,32.0,6656000,0.0
348370,85.0,5083000,0.0
066970,45.0,4815000,0.0
096770,38.0,4807000,0.0
121600,53.0,3286000,0.0
005070,53.0,2599650,0.0
078600,18.0,1735200,0.0
450080,24.0,1516800,0.0
020150,41.0,1527250,0.0
137400,33.0,1570800,0.0
222080,111.0,1433010,0.0
011790,8.0,793600,0.0
005420,52.0,739440,0.0
093370,92.0,649520,0.0
361610,28.0,635600,0.0
336370,56.0,445200,0.0
107640,9.0,405900,0.0
036830,7.0,359800,0.0
299030,10.0,271000,0.0
AF5630,2.31,8604750,0.0
A47630,4.2,13671000,0.0
A13630,3.96,13761000,0.0
AEJ630,2.23,2214390,0.0
AFB630,3.16,711000,0.0
A41630,6.81,8614650,0.0
A22630,3.69,14464800,0.0
AGZ630,5.12,3287040,0.0
AEY630,6.96,13432800,0.0
AFM630,2.22,2368740,0.0
AE8630,4.42,9149400,0.0
