티커,계약수,금액,비중
066570,286.0,33004400,18.06
032640,2119.0,31806190,17.11
051910,93.0,30178500,16.25
003550,175.0,16940000,8.8
034220,1078.0,12537140,6.9
006360,542.0,10596100,5.76
011070,39.0,10276500,5.63
078930,119.0,7925400,4.18
051900,28.0,6594000,3.72
064400,83.0,5204100,2.88
010120,7.0,4907000,2.64
006260,17.0,4241500,2.26
007070,192.0,3640320,1.93
373220,9.0,3343500,1.82
499790,22.0,1026300,0.54
145020,3.0,774000,0.42
000500,3.0,285300,0.16
060370,8.0,220000,0.12
417200,12.0,180720,0.11
229640,4.0,167200,0.09
010010,0.0,0,0.64
