티커,계약수,금액,비중
006800,935.0,60962000,7.09
000660,66.0,62106000,6.89
005930,277.0,53073200,5.89
307950,120.0,48300000,5.54
010120,64.0,44864000,5.09
009150,108.0,43362000,4.93
006400,103.0,40427500,4.78
128940,70.0,36330000,4.08
079550,40.0,30520000,3.77
034020,333.0,30136500,3.69
007660,273.0,31558800,3.53
012450,20.0,27620000,3.35
329180,47.0,26273000,2.94
068270,118.0,24957000,2.83
024110,1031.0,24537800,2.75
030200,390.0,22542000,2.6
042660,181.0,22100100,2.59
373220,58.0,21547000,2.47
036570,101.0,20654500,2.45
207940,13.0,21411000,2.41
323410,825.0,19841250,2.25
035420,87.0,19140000,2.19
009540,48.0,19536000,2.18
138040,160.0,18528000,2.07
161890,257.0,17784400,2.03
035900,269.0,16570400,1.98
000100,171.0,16894800,1.92
192820,91.0,15206100,1.74
041510,142.0,14001200,1.68
003230,12.0,12720000,1.43
0126Z0,7.0,3927000,0.43
010010,0.0,0,0.43
