티커,계약수,금액,비중
005930,6127.0,1173933200,33.98
000660,819.0,770679000,22.3
005380,202.0,110696000,3.29
402340,136.0,76976000,2.22
105560,473.0,70477000,2.05
000270,361.0,60070400,1.78
055550,609.0,56576100,1.65
068270,231.0,48856500,1.45
035420,204.0,44880000,1.34
028260,150.0,43950000,1.25
086790,374.0,41588800,1.22
012330,92.0,39744000,1.2
006400,90.0,35325000,1.09
005490,103.0,35689500,1.07
009150,82.0,32923000,0.98
316140,997.0,33648750,0.97
267260,33.0,32472000,0.94
009540,70.0,28490000,0.83
373220,73.0,27119500,0.81
010140,985.0,26792000,0.8
329180,49.0,27391000,0.8
035720,502.0,25702400,0.79
032830,125.0,26750000,0.77
207940,15.0,24705000,0.73
000810,45.0,22117500,0.66
030200,327.0,18900600,0.57
034730,53.0,19053500,0.56
066570,160.0,18464000,0.56
267250,67.0,18425000,0.55
000720,110.0,15840000,0.51
017670,221.0,17215900,0.5
010120,23.0,16123000,0.48
096770,111.0,14041500,0.41
086280,55.0,13557500,0.39
138040,115.0,13317000,0.39
323410,505.0,12145250,0.36
005830,64.0,12198400,0.36
003670,53.0,11024000,0.34
000150,10.0,10730000,0.31
011200,464.0,9860000,0.29
259960,43.0,9460000,0.29
024110,405.0,9639000,0.28
018260,57.0,9513300,0.28
003490,379.0,9285500,0.27
000100,89.0,8793200,0.26
016360,91.0,8663200,0.26
009830,162.0,7192800,0.25
010950,62.0,8351400,0.24
028050,234.0,7757100,0.23
005940,218.0,6986900,0.21
138930,380.0,7144000,0.21
175330,235.0,6873750,0.2
003230,6.0,6360000,0.19
032640,410.0,6154100,0.18
021240,82.0,6109000,0.18
090430,46.0,5989200,0.18
011070,21.0,5533500,0.17
000880,41.0,5235700,0.16
036570,25.0,5112500,0.16
034220,433.0,5035790,0.15
001440,167.0,4868050,0.15
047050,68.0,4488000,0.15
004020,125.0,4475000,0.15
052690,28.0,4093600,0.13
326030,41.0,4370600,0.12
139130,206.0,3553500,0.1
051900,14.0,3297000,0.1
017800,38.0,3268000,0.1
010060,20.0,2626000,0.09
004170,9.0,3037500,0.09
011790,29.0,2876800,0.09
011780,23.0,2806000,0.08
139480,30.0,2742000,0.08
001450,89.0,2732300,0.08
047040,298.0,2544920,0.08
377300,42.0,2490600,0.08
204320,48.0,2587200,0.08
251270,47.0,2279500,0.07
022100,75.0,2422500,0.07
088350,492.0,2302560,0.07
029780,40.0,2380000,0.07
097950,12.0,2365200,0.07
011210,23.0,2093000,0.06
030000,103.0,2101200,0.06
011170,27.0,1971000,0.06
036460,55.0,2040500,0.06
192820,12.0,2005200,0.06
375500,44.0,1962400,0.06
008770,46.0,1971100,0.06
000120,16.0,1827200,0.06
006360,96.0,1876800,0.06
112610,36.0,1674000,0.06
051600,33.0,1801800,0.05
028670,335.0,1896100,0.05
161890,25.0,1730000,0.05
302440,39.0,1725750,0.05
069960,18.0,1647000,0.05
023530,15.0,1440000,0.04
073240,236.0,1425440,0.04
383220,21.0,1333500,0.04
361610,56.0,1271200,0.04
298020,4.0,1342000,0.04
001430,18.0,1098000,0.03
002790,38.0,1026000,0.03
004000,22.0,981200,0.03
298050,4.0,836000,0.02
285130,14.0,831600,0.02
000210,16.0,676800,0.02
001680,28.0,583800,0.02
300720,32.0,526720,0.02
280360,4.0,464400,0.01
071320,4.0,349200,0.01
014820,8.0,195200,0.01
010010,0.0,0,0.79
