# 전체 ETF: 1072개 / 국내주식형: 763개
# 매칭: 702개 / 미매칭: 61개

== 국내 주식형 ETF ==
[MISS] 104520	KIWOOM 블루칩
[OK] 483330	ACE 마이크로소프트밸류체인액티브
[OK] 354240	RISE 미국고정배당우선증권
[OK] 367740	HANARO Fn5G산업
[OK] 0090B0	PLUS K방산소부장
[OK] 301400	PLUS 코스닥150
[OK] 300610	TIGER K게임
[OK] 416090	ACE 중국과창판STAR50
[OK] 0001P0	마이티 바이오시밀러&CDMO액티브
[OK] 446700	RISE 배터리 리사이클링
[OK] 280320	ACE 미국IT인터넷(합성 H)
[OK] 422260	VITA MZ소비액티브
[MISS] 229720	KODEX KTOP30
[OK] 464610	SOL 의료기기소부장Fn
[OK] 469160	ACE 일본반도체
[OK] 0094L0	RISE 차이나테크TOP10위클리타겟커버드콜
[OK] 371870	ACE 차이나항셍테크
[OK] 304760	HANARO KRX300
[OK] 281990	RISE 중소형고배당
[OK] 464600	SOL 자동차소부장Fn
[OK] 419420	KODEX 미국클린에너지나스닥
[OK] 266410	KODEX 필수소비재
[OK] 435040	ACE 글로벌브랜드TOP10
[MISS] 140580	RISE 우량업종대표주
[OK] 227830	PLUS 코스피
[OK] 0153P0	ACE 리츠부동산인프라액티브
[OK] 485810	TIME 글로벌바이오액티브
[OK] 453660	KODEX 미국S&P500경기소비재
[OK] 381560	HANARO Fn전기&수소차
[OK] 413930	WON AI ESG액티브
[OK] 0105D0	SOL 한국AI소프트웨어
[OK] 404120	TIME K신재생에너지액티브
[OK] 269370	TIGER S&P글로벌인프라(합성)
[OK] 428560	KODEX 미국ETF산업Top10 Indxx
[OK] 465670	TIGER 미국캐시카우100
[OK] 482030	KoAct 반도체&2차전지핵심소재액티브
[MISS] 472720	TRUSTON 주주가치액티브
[OK] 417450	RISE 글로벌수소경제
[OK] 0127V0	KIWOOM 미국S&P500 TOP10&배당다우비중전환
[MISS] 228820	TIGER KTOP30
[OK] 487950	KODEX 대만테크고배당다우존스
[MISS] 0021C0	ACE 장기자산배분액티브
[OK] 290080	RISE 200고배당커버드콜ATM
[OK] 292050	RISE KRX300
[OK] 463690	KODEX 미국S&P500커뮤니케이션
[OK] 0087F0	ACE 차이나AI빅테크TOP2+액티브
[OK] 0127T0	KIWOOM 미국S&P500&배당다우존스비중전환
[OK] 117690	TIGER 차이나항셍30
[OK] 234310	RISE V&S셀렉트밸류
[OK] 131890	ACE 삼성그룹동일가중
[OK] 411860	KIWOOM 독일DAX
[OK] 456250	KODEX 유럽명품TOP10 STOXX
[OK] 487910	ACE 인도컨슈머파워액티브
[OK] 404650	SOL KRX기후변화솔루션
[OK] 189400	PLUS 글로벌MSCI(합성 H)
[OK] 496130	TRUSTON 코리아밸류업액티브
[OK] 452440	VITA 밸류알파액티브
[OK] 266390	KODEX 경기소비재
[OK] 310080	RISE 중국MSCI China(H)
[OK] 0093B0	RISE 엔비디아고정테크100
[MISS] 385710	TIME K이노베이션액티브
[OK] 451150	에셋플러스 글로벌영에이지액티브
[MISS] 0155N0	HANARO K휴머노이드테마TOP10
[OK] 395760	PLUS ESG성장주액티브
[MISS] 430500	KIWOOM 물가채KIS
[OK] 105010	TIGER 라틴35
[MISS] 280920	PLUS 주도업종
[OK] 285690	FOCUS ESG리더스
[OK] 269530	PLUS S&P글로벌인프라
[OK] 373490	KODEX 코리아혁신성장액티브
[MISS] 0138D0	RISE 동학개미
[OK] 404540	TIGER KRX기후변화솔루션
[OK] 251590	PLUS 고배당저변동50
[OK] 0102X0	ACE 유럽방산TOP10
[OK] 379790	RISE 유로스탁스50(H)
[OK] 395280	HANARO Fn K-게임
[OK] 215620	HK S&P코리아로우볼
[MISS] 326230	RISE 내수주플러스
[OK] 244620	KODEX 모멘텀Plus
[OK] 0047N0	PLUS 차이나AI테크TOP10
[OK] 449680	TIGER 한중전기차(합성)
[OK] 0127R0	RISE 미국AI클라우드인프라
[MISS] 395150	KODEX 웹툰&드라마
[OK] 253280	RISE 헬스케어
[MISS] 0120J0	BNK 카카오그룹포커스
[OK] 181480	ACE 미국부동산리츠(합성 H)
[OK] 375270	RISE 글로벌데이터센터리츠(합성)
[OK] 0002C0	에셋플러스 인도일등기업포커스20액티브
[OK] 480460	WON 한국부동산TOP3플러스
[OK] 0082F0	HANARO 유럽방산
[OK] 399580	RISE 글로벌클린에너지
[MISS] 279540	KODEX 최소변동성
[OK] 0004G0	1Q 미국배당TOP30
[OK] 0084D0	KIWOOM 미국테크100월간목표헤지액티브
[OK] 494340	ACE 글로벌AI맞춤형반도체
[MISS] 174350	TIGER 로우볼
[OK] 487920	ACE 인도시장대표BIG5그룹액티브
[OK] 497510	ACE 글로벌빅파마
[OK] 0036Z0	RISE 미국천연가스밸류체인
[OK] 489860	KIWOOM 글로벌전력GRID인프라
[OK] 166400	TIGER 200커버드콜OTM
[OK] 466810	BNK 2차전지양극재
[OK] 0053M0	더제이 중소형포커스액티브
[OK] 429740	PLUS K리츠
[MISS] 227570	TIGER 우량가치
[MISS] 457930	BNK 미래전략기술액티브
[OK] 0005C0	RISE 미국S&P500엔화노출(합성 H)
[OK] 497520	ACE 일라이릴리밸류체인
[OK] 494210	SOL 미국500타겟데일리커버드콜액티브
[OK] 0154H0	KoAct 차이나바이오헬스케어액티브
[OK] 390400	KODEX 미국스마트모빌리티S&P
[OK] 307510	TIGER 의료기기
[OK] 429010	TIGER 미국나스닥넥스트100
[OK] 488290	마이다스 일본테크액티브
[MISS] 380340	ACE 코리아AI테크핵심산업
[OK] 499150	SOL 미국S&P500엔화노출(H)
[OK] 483020	KIWOOM 의료AI
[OK] 227550	TIGER 200 산업재
[OK] 462340	에셋플러스 글로벌다이나믹시니어액티브
[OK] 140570	RISE 수출주
[OK] 0131A0	SOL 차이나소비트렌드
[MISS] 266550	PLUS 중형주저변동50
[OK] 450180	KODEX 한중전기차(합성)
[OK] 277650	TIGER 코스피중형주
[OK] 368680	KODEX K-뉴딜디지털플러스
[OK] 270800	RISE KQ고배당
[MISS] 433250	UNICORN R&D 액티브
[OK] 391600	ACE 미국친환경그린테마
[OK] 139290	TIGER 200 경기소비재
[OK] 395750	PLUS ESG가치주액티브
[OK] 429980	SOL 한국형글로벌전기차&2차전지액티브
[OK] 438740	마이다스 중소형액티브
[OK] 413220	SOL 차이나태양광CSI(합성)
[OK] 291890	KODEX MSCI EM선물(H)
[OK] 0132D0	KoAct 글로벌K컬처밸류체인액티브
[OK] 0078V0	PLUS 미국로보택시
[OK] 381570	HANARO Fn친환경에너지
[OK] 256450	PLUS 심천차이넥스트(합성)
[OK] 316300	ACE 싱가포르리츠
[OK] 139240	TIGER 200 철강소재
[OK] 315270	TIGER 200커뮤니케이션서비스
[OK] 488480	RISE 일본섹터TOP4Plus
[OK] 244670	KODEX 밸류Plus
[OK] 437370	RISE 글로벌농업경제
[OK] 488200	KIWOOM K-2차전지북미공급망
[OK] 402460	HANARO Fn K-메타버스MZ
[OK] 334690	RISE 팔라듐선물(H)
[OK] 400590	SOL 글로벌탄소배출권선물ICE(합성)
[MISS] 138920	KODEX 콩선물(H)
[MISS] 314700	HANARO 농업융복합산업
[MISS] 407300	HANARO Fn골프테마
[OK] 483030	KIWOOM 미국블록버스터바이오테크의약품+
[OK] 261920	ACE MSCI필리핀(합성)
[OK] 220130	SOL 차이나강소기업CSI500(합성 H)
[OK] 0114X0	RISE 글로벌게임테크TOP3Plus
[OK] 490330	KoAct 미국치매&뇌질환치료제액티브
[OK] 476310	RISE 글로벌비만산업TOP2+
[OK] 0128D0	PLUS 차이나항셍테크위클리타겟커버드콜
[OK] 400580	SOL 유럽탄소배출권선물S&P(H)
[OK] 401590	HANARO 글로벌탄소배출권선물ICE(합성)
[OK] 498610	RISE 인도디지털성장
[OK] 427120	RISE AI플랫폼
[OK] 373790	KIWOOM 미국방어배당성장나스닥
[OK] 476000	UNICORN 포스트IPO액티브
[OK] 0050E0	PLUS 미국AI에이전트
[OK] 0015K0	TIGER 미국소비트렌드액티브
[OK] 244660	KODEX 퀄리티Plus
[OK] 394350	KIWOOM 글로벌퓨처모빌리티
[OK] 0010E0	ACE FTSE WGBI Korea
[OK] 226380	ACE Fn성장소비주도주
[OK] 460280	KIWOOM Fn유전자혁신기술
[OK] 227560	TIGER 200 생활소비재
[OK] 0079X0	ACE BYD밸류체인액티브
[OK] 488210	KIWOOM K-반도체북미공급망
[OK] 454180	KIWOOM 차이나내수소비TOP CSI
[OK] 424460	HANARO 글로벌워터MSCI(합성)
[OK] 426330	KIWOOM 미국ETF산업STOXX
[MISS] 470310	UNICORN 생성형AI강소기업액티브
[OK] 489010	PLUS 글로벌AI인프라
[OK] 441330	KIWOOM 차이나A50커넥트MSCI
